,Binomial,Range_m,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel,Range
2717,Neohylomys hainanensis,4593310147.32895,Neohylomys,Erinaceidae,Eulipotyphla,52.21,1202.925238,EN,Omnivore,4593.31014732895
2718,Neomys anomalus,3282589309075.98,Neomys,Soricidae,Eulipotyphla,13.19,320.8195,LC,Insectivore,3282589.30907598
2719,Neomys fodiens,13089593865502.4,Neomys,Soricidae,Eulipotyphla,15.26,576.8888,LC,Insectivore,13089593.8655024
2720,Neomys teres,252150272550.16898,Neomys,Soricidae,Eulipotyphla,12.854000000000001,448.85415,LC,Insectivore,252150.27255016897
2721,Neonycteris pusilla,9047871220.66958,Neonycteris,Phyllostomidae,Chiroptera,22.96761263,2064.27635,DD,Omnivore,9047.87122066958
2722,Neophascogale lorentzii,120447179578.342,Neophascogale,Dasyuridae,Dasyuromorphia,212.0,886.2761,LC,Insectivore,120447.179578342
2723,Neopteryx frosti,6744001058.39847,Neopteryx,Pteropodidae,Chiroptera,239.6283091,2349.856741,EN,Herbivore,6744.00105839847
2724,Neotetracus sinensis,252081703274.60898,Neotetracus,Erinaceidae,Eulipotyphla,49.99,1202.925238,LC,Omnivore,252081.703274609
2725,Neotoma albigula,834342107936.341,Neotoma,Cricetidae,Rodentia,208.18,1019.7194,LC,Herbivore,834342.107936341
2726,Neotoma angustapalata,3326831737.3739,Neotoma,Cricetidae,Rodentia,198.0,857.0894875,EN,Herbivore,3326.8317373739
2727,Neotoma bryanti,271440285325.74802,Neotoma,Cricetidae,Rodentia,182.0,857.0894875,LC,Herbivore,271440.28532574803
2728,Neotoma chrysomelas,30203596893.3175,Neotoma,Cricetidae,Rodentia,68.73202892,857.0894875,LC,Herbivore,30203.5968933175
2729,Neotoma cinerea,3608407830246.66,Neotoma,Cricetidae,Rodentia,285.89,857.0894875,LC,Herbivore,3608407.83024666
2730,Neotoma devia,73683608382.7466,Neotoma,Cricetidae,Rodentia,200.0,857.0894875,LC,Herbivore,73683.6083827466
2732,Neotoma fuscipes,171574867049.03198,Neotoma,Cricetidae,Rodentia,213.26,857.0894875,LC,Herbivore,171574.86704903198
2733,Neotoma goldmani,170757259429.445,Neotoma,Cricetidae,Rodentia,198.0,857.0894875,LC,Herbivore,170757.259429445
2734,Neotoma lepida,675863647348.041,Neotoma,Cricetidae,Rodentia,143.88,1221.14745,LC,Herbivore,675863.6473480411
2735,Neotoma leucodon,1076950802213.91,Neotoma,Cricetidae,Rodentia,215.0,857.0894875,LC,Herbivore,1076950.80221391
2736,Neotoma macrotis,160394344734.841,Neotoma,Cricetidae,Rodentia,225.74,857.0894875,LC,Herbivore,160394.344734841
2737,Neotoma magister,313436474901.586,Neotoma,Cricetidae,Rodentia,447.0,857.0894875,NT,Herbivore,313436.474901586
2738,Neotoma mexicana,1784429137880.92,Neotoma,Cricetidae,Rodentia,203.0,857.0894875,LC,Herbivore,1784429.13788092
2739,Neotoma micropus,1063795713610.18,Neotoma,Cricetidae,Rodentia,255.14,405.2845,LC,Herbivore,1063795.71361018
2740,Neotoma nelsoni,45827812.169859104,Neotoma,Cricetidae,Rodentia,198.0,857.0894875,CR,Herbivore,45.8278121698591
2741,Neotoma palatina,16059980605.4749,Neotoma,Cricetidae,Rodentia,198.0,857.0894875,VU,Herbivore,16059.9806054749
2742,Neotoma phenax,42633375134.927,Neotoma,Cricetidae,Rodentia,227.49,857.0894875,NT,Herbivore,42633.375134927
2743,Neotoma stephensi,226739185237.888,Neotoma,Cricetidae,Rodentia,149.22,857.0894875,LC,Herbivore,226739.185237888
2744,Neotomodon alstoni,27485603594.407997,Neotomodon,Cricetidae,Rodentia,44.64,589.3882991,LC,Omnivore,27485.603594408
2745,Neotomys ebriosus,688578676857.612,Neotomys,Cricetidae,Rodentia,64.5,589.3882991,LC,Herbivore,688578.676857612
2746,Neovison vison,14573784186454.0,Neovison,Mustelidae,Carnivora,1100.0,1473.65,LC,Carnivore,14573784.186454
2747,Nephelomys albigularis,398224706337.961,Nephelomys,Cricetidae,Rodentia,61.9,589.3882991,LC,Omnivore,398224.706337961
2748,Nephelomys auriventer,14415635017.2674,Nephelomys,Cricetidae,Rodentia,60.5005,589.3882991,LC,Omnivore,14415.6350172674
2749,Nephelomys caracolus,4076967842.54454,Nephelomys,Cricetidae,Rodentia,60.5,589.3882991,LC,Omnivore,4076.96784254454
2750,Nephelomys devius,9590997683.31372,Nephelomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore,9590.99768331372
2751,Nephelomys keaysi,67023196926.7794,Nephelomys,Cricetidae,Rodentia,58.295,589.3882991,LC,Omnivore,67023.1969267794
2752,Nephelomys levipes,157127895791.75198,Nephelomys,Cricetidae,Rodentia,60.5005,589.3882991,LC,Omnivore,157127.895791752
2753,Nephelomys meridensis,14351082107.4237,Nephelomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore,14351.082107423701
2754,Nesokia bunnii,41877234735.5179,Nesokia,Muridae,Rodentia,63.85388804,624.3996409,EN,Herbivore,41877.2347355179
2755,Nesokia indica,3594582011128.17,Nesokia,Muridae,Rodentia,178.08,639.6318318,LC,Herbivore,3594582.01112817
2756,Nesolagus netscheri,14526035100.7282,Nesolagus,Leporidae,Lagomorpha,1511.67,1104.3199,VU,Herbivore,14526.0351007282
2757,Nesolagus timminsi,24821830430.1093,Nesolagus,Leporidae,Lagomorpha,1511.67,1104.3199,DD,Herbivore,24821.8304301093
2758,Nesomys audeberti,90723075736.0455,Nesomys,Nesomyidae,Rodentia,214.04,1064.06475,LC,Omnivore,90723.0757360455
2759,Nesomys lambertoni,2220494210.03,Nesomys,Nesomyidae,Rodentia,155.0,1064.06475,EN,Omnivore,2220.49421003
2760,Nesomys rufus,106783166148.265,Nesomys,Nesomyidae,Rodentia,163.96,1064.06475,LC,Omnivore,106783.166148265
2761,Nesoromys ceramicus,443241013.983783,Nesoromys,Muridae,Rodentia,63.85388804,624.3996409,EN,Omnivore,443.24101398378303
2762,Nesoryzomys fernandinae,637068720.395422,Nesoryzomys,Cricetidae,Rodentia,32.3,589.3882991,VU,Omnivore,637.068720395422
2763,Nesoryzomys narboroughi,637068720.395422,Nesoryzomys,Cricetidae,Rodentia,68.65,589.3882991,VU,Omnivore,637.068720395422
2764,Nesoryzomys swarthi,573597457.3761849,Nesoryzomys,Cricetidae,Rodentia,105.0,766.22453,VU,Omnivore,573.597457376185
2765,Neurotrichus gibbsii,221364522246.78,Neurotrichus,Talpidae,Eulipotyphla,9.56,759.1857213999999,LC,Omnivore,221364.52224678
2766,Neusticomys ferreirai,683194415.292383,Neusticomys,Cricetidae,Rodentia,42.72,589.3882991,DD,Insectivore,683.1944152923829
2767,Neusticomys monticolus,65828270575.3009,Neusticomys,Cricetidae,Rodentia,39.5,589.3882991,LC,Insectivore,65828.27057530089
2768,Neusticomys mussoi,19038667348.2193,Neusticomys,Cricetidae,Rodentia,40.0,589.3882991,EN,Insectivore,19038.6673482193
2769,Neusticomys oyapocki,70806778627.5376,Neusticomys,Cricetidae,Rodentia,47.0,589.3882991,DD,Insectivore,70806.7786275376
2770,Neusticomys peruviensis,14428878881.6531,Neusticomys,Cricetidae,Rodentia,40.0,589.3882991,LC,Insectivore,14428.878881653101
2771,Neusticomys venezuelae,665777629044.968,Neusticomys,Cricetidae,Rodentia,47.1,589.3882991,VU,Insectivore,665777.6290449679
2772,Ningaui ridei,2252468864366.19,Ningaui,Dasyuridae,Dasyuromorphia,9.42,462.87905,LC,Omnivore,2252468.86436619
2773,Ningaui timealeyi,250377148348.37198,Ningaui,Dasyuridae,Dasyuromorphia,6.37,462.87905,LC,Omnivore,250377.148348372
2774,Ningaui yvonneae,308584026464.74,Ningaui,Dasyuridae,Dasyuromorphia,11.0,462.87905,LC,Insectivore,308584.02646474
2775,Niviventer andersoni,188299343518.518,Niviventer,Muridae,Rodentia,147.0,639.6318318,LC,Omnivore,188299.343518518
2776,Niviventer brahma,32329195725.3334,Niviventer,Muridae,Rodentia,97.3,624.3996409,LC,Omnivore,32329.195725333397
2777,Niviventer cameroni,9974680366.68446,Niviventer,Muridae,Rodentia,89.0,624.3996409,VU,Omnivore,9974.680366684459
2778,Niviventer confucianus,3971381007097.05,Niviventer,Muridae,Rodentia,65.0,624.3996409,LC,Omnivore,3971381.00709705
2779,Niviventer coninga,28365688025.6242,Niviventer,Muridae,Rodentia,80.65,624.3996409,LC,Omnivore,28365.6880256242
2780,Niviventer cremoriventer,1248372600570.34,Niviventer,Muridae,Rodentia,71.54,624.3996409,LC,Omnivore,1248372.60057034
2781,Niviventer culturatus,3736757030.38065,Niviventer,Muridae,Rodentia,81.17,624.3996409,LC,Omnivore,3736.75703038065
2782,Niviventer eha,183562364311.874,Niviventer,Muridae,Rodentia,53.6,624.3996409,LC,Omnivore,183562.36431187397
2783,Niviventer excelsior,150624336817.989,Niviventer,Muridae,Rodentia,102.0,639.6318318,LC,Omnivore,150624.336817989
2784,Niviventer fraternus,111954434001.4,Niviventer,Muridae,Rodentia,89.0,624.3996409,LC,Omnivore,111954.43400139999
2785,Niviventer fulvescens,4720378419245.32,Niviventer,Muridae,Rodentia,81.79,624.3996409,LC,Omnivore,4720378.41924532
2786,Niviventer hinpoon,2929084652.6553397,Niviventer,Muridae,Rodentia,87.21125,624.3996409,EN,Omnivore,2929.08465265534
2787,Niviventer langbianis,632381326769.991,Niviventer,Muridae,Rodentia,69.8,624.3996409,LC,Omnivore,632381.326769991
2788,Niviventer lepturus,7576821095.34795,Niviventer,Muridae,Rodentia,84.8,624.3996409,LC,Omnivore,7576.82109534795
2789,Niviventer niviventer,252993530551.065,Niviventer,Muridae,Rodentia,100.0,639.6318318,LC,Omnivore,252993.530551065
2790,Niviventer rapit,250763403288.943,Niviventer,Muridae,Rodentia,79.73,624.3996409,LC,Omnivore,250763.403288943
2791,Niviventer tenaster,266057264325.918,Niviventer,Muridae,Rodentia,103.0,639.6318318,LC,Omnivore,266057.264325918
2792,Noctilio albiventris,12855674662238.0,Noctilio,Noctilionidae,Chiroptera,31.46,1888.0653710000001,LC,Insectivore,12855674.662238
2793,Noctilio leporinus,14625648175796.8,Noctilio,Noctilionidae,Chiroptera,29.93,1888.0653710000001,LC,Insectivore,14625648.175796801
2794,Nomascus gabriellae,94852818303.3979,Nomascus,Hylobatidae,Primates,8500.0,5475.0,EN,Herbivore,94852.81830339789
2795,Nomascus leucogenys,26500980603.4895,Nomascus,Hylobatidae,Primates,7320.0,5475.0,CR,Herbivore,26500.9806034895
2796,Nomascus siki,26549048419.322998,Nomascus,Hylobatidae,Primates,5600.0,5475.0,EN,Herbivore,26549.048419322997
2797,Notiomys edwardsii,267121195709.398,Notiomys,Cricetidae,Rodentia,21.3,589.3882991,LC,Insectivore,267121.195709398
2798,Notiosorex cockrumi,66204036264.1495,Notiosorex,Soricidae,Eulipotyphla,5.035,426.9101194,LC,Insectivore,66204.0362641495
2799,Notiosorex crawfordi,2165720111680.05,Notiosorex,Soricidae,Eulipotyphla,4.79,426.9101194,LC,Insectivore,2165720.11168005
2800,Notiosorex evotis,89137182883.5384,Notiosorex,Soricidae,Eulipotyphla,5.28,426.9101194,LC,Insectivore,89137.1828835384
2801,Notiosorex villai,6041069409.89843,Notiosorex,Soricidae,Eulipotyphla,5.035,426.9101194,VU,Insectivore,6041.06940989843
2802,Notomys alexis,2927727840497.17,Notomys,Muridae,Rodentia,32.34,712.03415,LC,Herbivore,2927727.84049717
2803,Notomys fuscus,105460257620.039,Notomys,Muridae,Rodentia,39.28,688.06545,VU,Herbivore,105460.257620039
2804,Notomys mitchellii,646728270437.575,Notomys,Muridae,Rodentia,42.8,664.09675,LC,Herbivore,646728.270437575
2805,Notopteris macdonaldi,19271238446.0765,Notopteris,Pteropodidae,Chiroptera,68.17,1553.7908730000001,VU,Herbivore,19271.2384460765
2806,Notopteris neocaledonica,10800533905.8173,Notopteris,Pteropodidae,Chiroptera,68.17,1553.7908730000001,VU,Herbivore,10800.5339058173
2807,Notoryctes caurinus,451197152125.074,Notoryctes,Notoryctidae,Notoryctemorphia,40.0,998.6765636,LC,Omnivore,451197.152125074
2808,Nyctalus aviator,695997663644.04,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,NT,Insectivore,695997.66364404
2809,Nyctalus furvus,14423398534.4946,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,VU,Insectivore,14423.3985344946
2810,Nyctalus leisleri,5171402538041.84,Nyctalus,Vespertilionidae,Chiroptera,12.47,1677.175,LC,Insectivore,5171402.53804184
2811,Nyctalus montanus,210275728143.038,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,LC,Insectivore,210275.728143038
2812,Nyctalus noctula,7210075744044.34,Nyctalus,Vespertilionidae,Chiroptera,28.48,1529.35,LC,Carnivore,7210075.74404434
2813,Nyctalus plancyi,1916955265166.21,Nyctalus,Vespertilionidae,Chiroptera,28.97666667,1677.175,LC,Insectivore,1916955.26516621
2814,Nyctereutes procyonoides,6241893322380.3,Nyctereutes,Canidae,Carnivora,4214.99,2091.9366670000004,LC,Omnivore,6241893.3223803
2815,Nycteris arge,3980019712521.41,Nycteris,Nycteridae,Chiroptera,10.79,1825.0,LC,Insectivore,3980019.71252141
2816,Nycteris aurita,1789430240228.4,Nycteris,Nycteridae,Chiroptera,13.07636364,1825.0,LC,Insectivore,1789430.2402284
2817,Nycteris gambiensis,1860729114367.75,Nycteris,Nycteridae,Chiroptera,7.13,1825.0,LC,Insectivore,1860729.11436775
2818,Nycteris grandis,4404362030178.75,Nycteris,Nycteridae,Chiroptera,29.8,1825.0,LC,Carnivore,4404362.03017875
2819,Nycteris hispida,11506141156183.1,Nycteris,Nycteridae,Chiroptera,7.98,1825.0,LC,Insectivore,11506141.1561831
2820,Nycteris intermedia,2619651292735.32,Nycteris,Nycteridae,Chiroptera,13.07636364,1825.0,LC,Insectivore,2619651.29273532
2821,Nycteris javanica,135481034235.32599,Nycteris,Nycteridae,Chiroptera,17.78,1825.0,VU,Insectivore,135481.034235326
2822,Nycteris macrotis,12089657364369.6,Nycteris,Nycteridae,Chiroptera,14.49,1825.0,LC,Insectivore,12089657.3643696
2823,Nycteris madagascariensis,50462660335.9587,Nycteris,Nycteridae,Chiroptera,17.69,1825.0,DD,Insectivore,50462.6603359587
2824,Nycteris major,2096958785737.79,Nycteris,Nycteridae,Chiroptera,13.07636364,1825.0,DD,Insectivore,2096958.78573779
2825,Nycteris nana,2938128294618.54,Nycteris,Nycteridae,Chiroptera,6.98,1825.0,LC,Insectivore,2938128.29461854
2826,Nycteris parisii,127127790049.401,Nycteris,Nycteridae,Chiroptera,13.07636364,1825.0,DD,Insectivore,127127.790049401
2827,Nycteris thebaica,14392650392482.7,Nycteris,Nycteridae,Chiroptera,9.2,1825.0,LC,Insectivore,14392650.3924827
2828,Nycteris tragata,1394635243648.66,Nycteris,Nycteridae,Chiroptera,14.4,1825.0,NT,Insectivore,1394635.24364866
2829,Nycteris vinsoni,291640204.786048,Nycteris,Nycteridae,Chiroptera,13.07636364,1825.0,DD,Insectivore,291.640204786048
2830,Nycteris woodi,620419003772.945,Nycteris,Nycteridae,Chiroptera,7.6,1825.0,LC,Insectivore,620419.003772945
2831,Nycticebus bengalensis,2048341599647.01,Nycticebus,Lorisidae,Primates,1137.36,2555.0,VU,Herbivore,2048341.59964701
2832,Nycticebus coucang,630919625737.838,Nycticebus,Lorisidae,Primates,924.55,2555.0,VU,Omnivore,630919.625737838
2833,Nycticebus javanicus,64634343127.1518,Nycticebus,Lorisidae,Primates,626.0,2555.0,CR,Omnivore,64634.3431271518
2834,Nycticebus menagensis,749207299192.379,Nycticebus,Lorisidae,Primates,282.0,2555.0,VU,Omnivore,749207.2991923791
2835,Nycticebus pygmaeus,462593396883.766,Nycticebus,Lorisidae,Primates,342.32,2920.0,VU,Omnivore,462593.396883766
2836,Nycticeinops schlieffeni,5499879494180.38,Nycticeinops,Vespertilionidae,Chiroptera,5.05,2055.239876,LC,Insectivore,5499879.49418038
2837,Nycticeius cubanus,48352478117.7052,Nycticeius,Vespertilionidae,Chiroptera,9.12,2055.239876,NT,Insectivore,48352.47811770519
2838,Nycticeius humeralis,2883260060918.31,Nycticeius,Vespertilionidae,Chiroptera,9.12,2055.239876,LC,Insectivore,2883260.06091831
2839,Nyctiellus lepidus,110184099010.717,Nyctiellus,Natalidae,Chiroptera,5.516,2070.5310280000003,LC,Insectivore,110184.099010717
2840,Nyctimene aello,621332739512.52,Nyctimene,Pteropodidae,Chiroptera,85.26,1553.7908730000001,LC,Herbivore,621332.73951252
2841,Nyctimene albiventer,748029694322.9209,Nyctimene,Pteropodidae,Chiroptera,29.95,1553.7908730000001,LC,Herbivore,748029.694322921
2842,Nyctimene cephalotes,210869625813.13602,Nyctimene,Pteropodidae,Chiroptera,44.92,1553.7908730000001,LC,Herbivore,210869.62581313602
2843,Nyctimene certans,212379566887.781,Nyctimene,Pteropodidae,Chiroptera,43.24,1553.7908730000001,LC,Herbivore,212379.56688778102
2844,Nyctimene cyclotis,4143079692.86115,Nyctimene,Pteropodidae,Chiroptera,48.83,1553.7908730000001,DD,Herbivore,4143.07969286115
2845,Nyctimene draconilla,17384648801.8724,Nyctimene,Pteropodidae,Chiroptera,30.15,1553.7908730000001,DD,Herbivore,17384.6488018724
2846,Nyctimene keasti,47545664543.609,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.7908730000001,VU,Herbivore,47545.664543609004
2847,Nyctimene major,70315077333.2567,Nyctimene,Pteropodidae,Chiroptera,107.06,2349.856741,LC,Herbivore,70315.0773332567
2848,Nyctimene malaitensis,7178487041.181971,Nyctimene,Pteropodidae,Chiroptera,78.39,1553.7908730000001,LC,Herbivore,7178.48704118197
2849,Nyctimene masalai,7019825438.61298,Nyctimene,Pteropodidae,Chiroptera,53.2,1553.7908730000001,DD,Herbivore,7019.82543861298
2850,Nyctimene minutus,25954601860.8731,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.7908730000001,VU,Herbivore,25954.6018608731
2852,Nyctimene robinsoni,351781040227.222,Nyctimene,Pteropodidae,Chiroptera,48.83,1553.7908730000001,LC,Herbivore,351781.04022722197
2853,Nyctimene sanctacrucis,501375717.29848605,Nyctimene,Pteropodidae,Chiroptera,56.67,1553.7908730000001,DD,Herbivore,501.375717298486
2854,Nyctimene vizcaccia,70176730301.5939,Nyctimene,Pteropodidae,Chiroptera,41.96,1553.7908730000001,LC,Herbivore,70176.7303015939
2855,Nyctinomops aurispinosus,2631897370586.66,Nyctinomops,Molossidae,Chiroptera,18.43,1427.913317,LC,Insectivore,2631897.37058666
2856,Nyctinomops femorosaccus,1251911460026.17,Nyctinomops,Molossidae,Chiroptera,15.04,1427.913317,LC,Insectivore,1251911.46002617
2857,Nyctinomops laticaudatus,13101230903859.1,Nyctinomops,Molossidae,Chiroptera,13.12,1427.913317,LC,Insectivore,13101230.903859101
2858,Nyctinomops macrotis,15743813370419.0,Nyctinomops,Molossidae,Chiroptera,16.38,1427.913317,LC,Insectivore,15743813.370419
2859,Nyctomys sumichrasti,673131859410.719,Nyctomys,Cricetidae,Rodentia,59.99,589.3882991,LC,Herbivore,673131.859410719
2860,Nyctophilus arnhemensis,704005751063.8341,Nyctophilus,Vespertilionidae,Chiroptera,6.83,2055.239876,LC,Insectivore,704005.7510638341
2861,Nyctophilus bifax,1170332308714.99,Nyctophilus,Vespertilionidae,Chiroptera,9.89,2055.239876,LC,Insectivore,1170332.30871499
2862,Nyctophilus geoffroyi,7272506249343.51,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,LC,Insectivore,7272506.24934351
2863,Nyctophilus gouldi,959247791803.53,Nyctophilus,Vespertilionidae,Chiroptera,11.32,2051.6662079999996,LC,Insectivore,959247.79180353
2864,Nyctophilus heran,1252684545.5597699,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore,1252.68454555977
2865,Nyctophilus microdon,2020801391.02508,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore,2020.80139102508
2866,Nyctophilus microtis,166520159149.007,Nyctophilus,Vespertilionidae,Chiroptera,7.29,2055.239876,LC,Insectivore,166520.159149007
2867,Nyctophilus nebulosus,243998.33494057102,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,CR,Insectivore,0.243998334940571
2868,Nyctophilus sherrini,48863225516.1942,Nyctophilus,Vespertilionidae,Chiroptera,8.465,2055.239876,DD,Insectivore,48863.2255161942
2869,Nyctophilus walkeri,397742811440.69104,Nyctophilus,Vespertilionidae,Chiroptera,4.44,2055.239876,LC,Insectivore,397742.811440691
2870,Ochotona alpina,575027311115.66,Ochotona,Ochotonidae,Lagomorpha,150.0,623.0089,LC,Herbivore,575027.31111566
2871,Ochotona argentata,95492883.9072919,Ochotona,Ochotonidae,Lagomorpha,140.5955,751.4741700000001,EN,Herbivore,95.49288390729191
2872,Ochotona cansus,700176488216.723,Ochotona,Ochotonidae,Lagomorpha,68.75,854.6685,LC,Herbivore,700176.488216723
2873,Ochotona collaris,846253851016.6329,Ochotona,Ochotonidae,Lagomorpha,129.0,894.25,LC,Herbivore,846253.851016633
2874,Ochotona curzoniae,2222007287058.78,Ochotona,Ochotonidae,Lagomorpha,159.47,751.4741700000001,LC,Herbivore,2222007.28705878
2875,Ochotona dauurica,2054524222216.98,Ochotona,Ochotonidae,Lagomorpha,131.01,751.4741700000001,LC,Herbivore,2054524.22221698
2876,Ochotona erythrotis,543314782233.48206,Ochotona,Ochotonidae,Lagomorpha,181.0,751.4741700000001,LC,Herbivore,543314.782233482
2877,Ochotona forresti,38532780306.2603,Ochotona,Ochotonidae,Lagomorpha,125.0,751.4741700000001,LC,Herbivore,38532.7803062603
2878,Ochotona gloveri,417996814650.21204,Ochotona,Ochotonidae,Lagomorpha,181.0,751.4741700000001,LC,Herbivore,417996.814650212
2879,Ochotona hoffmanni,1241700265.68781,Ochotona,Ochotonidae,Lagomorpha,157.37719230000002,751.4741700000001,EN,Herbivore,1241.7002656878099
2880,Ochotona hyperborea,8990050469956.55,Ochotona,Ochotonidae,Lagomorpha,120.0,751.4741700000001,LC,Herbivore,8990050.46995655
2881,Ochotona koslowi,4849151620.6745205,Ochotona,Ochotonidae,Lagomorpha,188.6965,751.4741700000001,EN,Herbivore,4849.15162067452
