,Binomial,Range_km_2,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
4486,Suncus murinus,9424616.19272716,43.76,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4487,Suncus remyi,150166.446630295,4.03,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4488,Suncus stoliczkanus,1280280.06286382,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4489,Suncus varilla,2014224.80914045,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4490,Suncus zeylanicus,456.491681336073,29.8,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4491,Sundamys infraluteus,102571.709203954,418.5,RODENTIA,MURIDAE,Sundamys,LC,Omnivore
4492,Sundamys maxi,5127.6409424734,361,RODENTIA,MURIDAE,Sundamys,EN,Omnivore
4493,Sundamys muelleri,1408489.78455886,356.48,RODENTIA,MURIDAE,Sundamys,LC,Omnivore
4494,Sundasciurus brookei,259522.746903158,114.05,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4495,Sundasciurus davensis,193.68660245382,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore
4496,Sundasciurus fraterculus,6004.26067687326,90,RODENTIA,SCIURIDAE,Sundasciurus,VU,Omnivore
4497,Sundasciurus hippurus,1314931.97778124,357.79,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore
4498,Sundasciurus hoogstraali,943.551674374145,233.0261224,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4499,Sundasciurus jentinki,50302.0982101794,76,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4500,Sundasciurus juvencus,7784.6085673492,259,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4501,Sundasciurus lowii,1335061.649052,84.99,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4502,Sundasciurus mindanensis,94133.3780700886,285,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4503,Sundasciurus moellendorffi,527.188150168203,252,RODENTIA,SCIURIDAE,Sundasciurus,NT,Omnivore
4504,Sundasciurus philippinensis,120457.568341073,244,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4505,Sundasciurus rabori,850.344661843775,195.9789325,RODENTIA,SCIURIDAE,Sundasciurus,DD,Omnivore
4506,Sundasciurus samarensis,19561.712089891,225,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4507,Sundasciurus steerii,3901.16628721788,252,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4508,Sundasciurus tenuis,1210112.37406746,74.87,RODENTIA,SCIURIDAE,Sundasciurus,LC,Omnivore
4509,Surdisorex norae,3057.85130557761,23.57,EULIPOTYPHLA,SORICIDAE,Surdisorex,LC,Insectivore
4510,Surdisorex polulus,962.088579202044,8.99,EULIPOTYPHLA,SORICIDAE,Surdisorex,DD,Insectivore
4511,Suricata suricatta,1758704.58337113,729.99,CARNIVORA,HERPESTIDAE,Suricata,LC,Omnivore
4512,Sus ahoenobarbus,10580.5999232932,135000,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore
4513,Sus barbatus,420621.878973502,135806,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4515,Sus cebifrons,2304.7679454098,190792.3,CETARTIODACTYLA,SUIDAE,Sus,CR,Omnivore
4516,Sus celebensis,256476.744145927,53813.21,CETARTIODACTYLA,SUIDAE,Sus,NT,Omnivore
4517,Sus oliveri,2450.55501202539,125725.94,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4518,Sus philippensis,63310.0851256109,190792.3,CETARTIODACTYLA,SUIDAE,Sus,VU,Omnivore
4519,Sus scrofa,28012481.4810923,84471.54,CETARTIODACTYLA,SUIDAE,Sus,LC,Omnivore
4520,Sus verrucosus,4537.91188865126,89406.23,CETARTIODACTYLA,SUIDAE,Sus,EN,Herbivore
4521,Syconycteris australis,1053909.38636572,17.6,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore
4522,Syconycteris carolinae,19996.9538283328,39.67,CHIROPTERA,PTEROPODIDAE,Syconycteris,VU,Herbivore
4523,Syconycteris hobbit,4176.03000597071,20.06,CHIROPTERA,PTEROPODIDAE,Syconycteris,LC,Herbivore
4525,Sylvilagus aquaticus,909642.115513352,2133.34,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4526,Sylvilagus audubonii,3575639.55663576,880.88,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4527,Sylvilagus bachmani,341294.028872216,714.53,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4528,Sylvilagus brasiliensis,7611.76483018597,986.74,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4529,Sylvilagus cognatus,4085.89736013516,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore
4530,Sylvilagus cunicularius,323819.678406955,2489.54,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4531,Sylvilagus dicei,5962.45080350957,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,VU,Herbivore
4532,Sylvilagus floridanus,6880188.99412708,1207.19,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4533,Sylvilagus graysoni,415.251653843454,964.01,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore
4534,Sylvilagus insonus,435.602939235523,2999.98,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore
4535,Sylvilagus mansuetus,24.3589504510173,950.9,LAGOMORPHA,LEPORIDAE,Sylvilagus,CR,Herbivore
4536,Sylvilagus nuttallii,2066966.28058878,801.54,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4537,Sylvilagus obscurus,94341.5035880877,900,LAGOMORPHA,LEPORIDAE,Sylvilagus,NT,Herbivore
4538,Sylvilagus palustris,361923.801788432,1355.23,LAGOMORPHA,LEPORIDAE,Sylvilagus,LC,Herbivore
4539,Sylvilagus robustus,38040.910862283,1550,LAGOMORPHA,LEPORIDAE,Sylvilagus,EN,Herbivore
4540,Sylvilagus transitionalis,10493.654581529,813.51,LAGOMORPHA,LEPORIDAE,Sylvilagus,VU,Herbivore
4541,Sylvilagus varynaensis,15255.9850298246,1339.099286,LAGOMORPHA,LEPORIDAE,Sylvilagus,DD,Herbivore
4542,Sylvisorex camerunensis,6332.70178327185,5.5,EULIPOTYPHLA,SORICIDAE,Sylvisorex,VU,Omnivore
4543,Sylvisorex granti,29982.9898447421,4,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore
4544,Sylvisorex howelli,6764.49366513297,4.317,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore
4545,Sylvisorex isabellae,65.5244804487748,8.157340556,EULIPOTYPHLA,SORICIDAE,Sylvisorex,EN,Omnivore
4546,Sylvisorex johnstoni,970546.180910016,3.19,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore
4547,Sylvisorex konganensis,10455.9938002585,5.15,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore
4548,Sylvisorex lunaris,13561.0807519372,18.78,EULIPOTYPHLA,SORICIDAE,Sylvisorex,VU,Omnivore
4549,Sylvisorex morio,444.445494545064,13.78067769,EULIPOTYPHLA,SORICIDAE,Sylvisorex,EN,Omnivore
4550,Sylvisorex ollula,1406936.17661054,16.59,EULIPOTYPHLA,SORICIDAE,Sylvisorex,LC,Omnivore
4551,Sylvisorex oriundus,49071.1980191479,8.295501825,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore
4552,Sylvisorex pluvialis,530.52114360414,8.295501825,EULIPOTYPHLA,SORICIDAE,Sylvisorex,DD,Omnivore
4553,Sylvisorex vulcanorum,16604.7645084119,3.49,EULIPOTYPHLA,SORICIDAE,Sylvisorex,NT,Omnivore
4554,Symphalangus syndactylus,340354.280890827,10839,PRIMATES,HYLOBATIDAE,Symphalangus,EN,Omnivore
4555,Synaptomys borealis,6774186.89851988,21.3,RODENTIA,CRICETIDAE,Synaptomys,LC,Herbivore
4556,Synaptomys cooperi,3222820.03168802,28.01,RODENTIA,CRICETIDAE,Synaptomys,LC,Herbivore
4558,Syntheosciurus brochus,12107.7868559432,132.84,RODENTIA,SCIURIDAE,Syntheosciurus,NT,Herbivore
4559,Tachyglossus aculeatus,7766686.96626434,4499.97,MONOTREMATA,TACHYGLOSSIDAE,Tachyglossus,LC,Insectivore
4560,Tachyoryctes macrocephalus,3896.0954670875,621.88,RODENTIA,SPALACIDAE,Tachyoryctes,EN,Herbivore
4561,Tachyoryctes splendens,680054.887647839,227.13,RODENTIA,SPALACIDAE,Tachyoryctes,LC,Herbivore
4562,Tadarida aegyptiaca,4175046.71302119,17.63,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Insectivore
4563,Tadarida brasiliensis,13833669.8143621,12.61,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Insectivore
4564,Tadarida fulminans,295239.42814874,33.89,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Insectivore
4565,Tadarida insignis,1484.77812907409,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,DD,Insectivore
4566,Tadarida latouchei,186665.702085408,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,DD,Insectivore
4567,Tadarida lobata,186840.25407214,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Insectivore
4568,Tadarida teniotis,3844595.03503215,28.07,CHIROPTERA,MOLOSSIDAE,Tadarida,LC,Insectivore
4569,Tadarida ventralis,2603911.85068045,25.9,CHIROPTERA,MOLOSSIDAE,Tadarida,DD,Insectivore
4570,Taeromys arcuatus,5570.53360839774,323,RODENTIA,MURIDAE,Taeromys,LC,NotAssigned
4571,Taeromys callitrichus,25780.9568478339,323,RODENTIA,MURIDAE,Taeromys,DD,Omnivore
4572,Taeromys celebensis,86669.8591914406,323,RODENTIA,MURIDAE,Taeromys,LC,NotAssigned
4573,Taeromys hamatus,13818.2348592148,323,RODENTIA,MURIDAE,Taeromys,DD,Herbivore
4574,Taeromys microbullatus,395.544906465682,323,RODENTIA,MURIDAE,Taeromys,DD,NotAssigned
4575,Taeromys punicans,1646.21502876171,323,RODENTIA,MURIDAE,Taeromys,DD,NotAssigned
4576,Taeromys taerae,4355.20729600848,323,RODENTIA,MURIDAE,Taeromys,VU,NotAssigned
4577,Talpa altaica,3202643.47921347,85,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Insectivore
4578,Talpa caeca,243372.814437875,71.08,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore
4579,Talpa caucasica,113242.488526283,90,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore
4580,Talpa davidiana,89468.9546574885,79.5875,EULIPOTYPHLA,TALPIDAE,Talpa,DD,Insectivore
4581,Talpa europaea,6459503.24812263,87.53,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Insectivore
4582,Talpa levantis,585594.590842341,90,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore
4583,Talpa occidentalis,476274.55976649,49.47,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Insectivore
4584,Talpa romana,98017.4674201471,92.5,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Insectivore
4585,Talpa stankovici,51885.2071247602,71.12,EULIPOTYPHLA,TALPIDAE,Talpa,LC,Carnivore
4586,Tamandua mexicana,1495873.17344522,4178.51,PILOSA,MYRMECOPHAGIDAE,Tamandua,LC,Insectivore
4587,Tamandua tetradactyla,12732453.0112855,4800,PILOSA,MYRMECOPHAGIDAE,Tamandua,LC,Insectivore
4588,Tamias striatus,4197637.27857946,111.9,RODENTIA,SCIURIDAE,Tamias,LC,Omnivore
4589,Tamiasciurus douglasii,510472.904679564,225,RODENTIA,SCIURIDAE,Tamiasciurus,LC,Herbivore
4590,Tamiasciurus hudsonicus,10364040.1796055,200.24,RODENTIA,SCIURIDAE,Tamiasciurus,LC,Herbivore
4591,Tamiasciurus mearnsi,689.280014577754,200,RODENTIA,SCIURIDAE,Tamiasciurus,EN,Omnivore
4592,Tamiops macclellandii,1464841.09274909,45.84,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore
4593,Tamiops maritimus,1718527.31644475,66.77,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore
4594,Tamiops rodolphii,590758.96484151,56,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore
4595,Tamiops swinhoei,869207.424086996,60,RODENTIA,SCIURIDAE,Tamiops,LC,Omnivore
4596,Tapecomys primus,2330.95250551694,60.64641072,RODENTIA,CRICETIDAE,Tapecomys,LC,Omnivore
4597,Taphozous achates,9590.30794565396,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,DD,Insectivore
4598,Taphozous australis,38334.6665726846,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,NT,Insectivore
4599,Taphozous georgianus,1198574.33456369,30.52,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4600,Taphozous hamiltoni,56081.5198338537,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,DD,Insectivore
4601,Taphozous hildegardeae,44748.5859543476,29.37,CHIROPTERA,EMBALLONURIDAE,Taphozous,VU,Insectivore
4602,Taphozous hilli,1411601.48392513,21.99,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4603,Taphozous kapalgensis,97551.2245863966,26.45,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4604,Taphozous longimanus,4901941.63575236,25.11,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4605,Taphozous mauritianus,8852577.30818895,27.97,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4606,Taphozous melanopogon,5669325.62383833,25.99,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4607,Taphozous nudiventris,1207460.28308787,32.49,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4608,Taphozous perforatus,2113771.35402411,24.43,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4609,Taphozous theobaldi,1042361.89250727,36.83,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4610,Taphozous troughtoni,741721.406709549,28.115,CHIROPTERA,EMBALLONURIDAE,Taphozous,LC,Insectivore
4614,Tapirus terrestris,8044410.36379704,169496.6,PERISSODACTYLA,TAPIRIDAE,Tapirus,VU,Herbivore
4615,Tarsipes rostratus,236771.852197915,9.66,DIPROTODONTIA,TARSIPEDIDAE,Tarsipes,LC,Herbivore
4616,Tarsius bancanus,847617.306978393,114.39,PRIMATES,TARSIIDAE,Tarsius,VU,Carnivore
4617,Tarsius dentatus,35040.3556684243,110.42,PRIMATES,TARSIIDAE,Tarsius,VU,Insectivore
4618,Tarsius lariang,3641.54248426281,92,PRIMATES,TARSIIDAE,Tarsius,DD,Insectivore
4619,Tarsius pelengensis,2349.14771364186,165,PRIMATES,TARSIIDAE,Tarsius,EN,Insectivore
4620,Tarsius pumilus,25811.6965564243,50.7,PRIMATES,TARSIIDAE,Tarsius,DD,Insectivore
4622,Tarsius syrichta,120066.874715972,115.91,PRIMATES,TARSIIDAE,Tarsius,NT,Insectivore
4623,Tarsius tarsier,142141.100478907,168.04,PRIMATES,TARSIIDAE,Tarsius,VU,Insectivore
4625,Tarsius wallacei,5455.96574282264,122.6825,PRIMATES,TARSIIDAE,Tarsius,DD,NotAssigned
4626,Tarsomys apoensis,4440.28580799057,68.5,RODENTIA,MURIDAE,Tarsomys,LC,Insectivore
4627,Tarsomys echinatus,467.943033164581,63.85388804,RODENTIA,MURIDAE,Tarsomys,VU,Insectivore
4628,Tateomys macrocercus,964.378041195709,141.0605074,RODENTIA,MURIDAE,Tateomys,DD,Insectivore
4629,Tateomys rhinogradoides,2159.52935950641,141.0605074,RODENTIA,MURIDAE,Tateomys,DD,Insectivore
4630,Tatera indica,4785830.64017739,138.28,RODENTIA,MURIDAE,Tatera,LC,NotAssigned
4631,Taterillus arenarius,402936.429178588,47,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4632,Taterillus congicus,1317123.25658488,63.85388804,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4633,Taterillus emini,3860452.90973529,52,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4634,Taterillus gracilis,2210538.10755476,49.9,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4635,Taterillus lacustris,39539.8895485486,63.85388804,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4636,Taterillus petteri,178977.77088551,50.8,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4637,Taterillus pygargus,363455.412542089,60.19,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4638,Taterillus tranieri,93505.4853357652,55.37111087,RODENTIA,MURIDAE,Taterillus,LC,Omnivore
4639,Taxidea taxus,8851941.25182551,7842.15,CARNIVORA,MUSTELIDAE,Taxidea,LC,Carnivore
4640,Tayassu pecari,11307379.4548651,31798.71,CETARTIODACTYLA,TAYASSUIDAE,Tayassu,VU,Omnivore
4641,Tenrec ecaudatus,590834.152801578,887.59,AFROSORICIDA,TENRECIDAE,Tenrec,LC,Omnivore
4643,Thallomys loringi,56457.4896519559,81.5,RODENTIA,MURIDAE,Thallomys,LC,Herbivore
4644,Thallomys nigricauda,1214556.71447107,124.49,RODENTIA,MURIDAE,Thallomys,LC,Herbivore
4645,Thallomys paedulcus,5096527.9483809,77.7,RODENTIA,MURIDAE,Thallomys,LC,Herbivore
4646,Thallomys shortridgei,33883.6333590893,94.56333333,RODENTIA,MURIDAE,Thallomys,DD,Herbivore
4647,Thalpomys cerradensis,488727.99411084,23.99,RODENTIA,CRICETIDAE,Thalpomys,LC,Omnivore
4648,Thalpomys lasiotis,555155.805625516,23.99,RODENTIA,CRICETIDAE,Thalpomys,LC,Omnivore
4649,Thamnomys kempi,5110.78602640451,75,RODENTIA,MURIDAE,Thamnomys,VU,Herbivore
4650,Thamnomys schoutedeni,848.537946922198,68.44,RODENTIA,MURIDAE,Thamnomys,DD,Herbivore
4651,Thamnomys venustus,10760.922437342,61.88,RODENTIA,MURIDAE,Thamnomys,LC,Herbivore
4652,Thaptomys nigrita,1057784.52908157,19.9,RODENTIA,CRICETIDAE,Thaptomys,LC,Insectivore
4654,Thomasomys apeco,1276.75183349984,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore
4655,Thomasomys aureus,557721.744031198,87.99,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4656,Thomasomys baeops,86495.2667069605,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4657,Thomasomys bombycinus,17506.1048553996,114.5,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4658,Thomasomys caudivarius,34453.0141848119,40.73618929,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4659,Thomasomys cinereiventer,47776.6495229937,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4660,Thomasomys cinereus,26408.2151258857,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4661,Thomasomys cinnameus,27426.3037728369,46.25861204,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4662,Thomasomys daphne,109390.830856137,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4663,Thomasomys eleusis,18435.8602474225,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4664,Thomasomys erro,13995.0564670729,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4665,Thomasomys gracilis,35600.3271986774,77,RODENTIA,CRICETIDAE,Thomasomys,NT,Omnivore
4666,Thomasomys hudsoni,12772.011762411,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4667,Thomasomys hylophilus,19043.2447717554,77,RODENTIA,CRICETIDAE,Thomasomys,EN,Omnivore
4668,Thomasomys incanus,19614.0632640843,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4669,Thomasomys ischyrus,43957.1108692034,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4670,Thomasomys kalinowskii,41985.5817252375,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4671,Thomasomys ladewi,43263.619582896,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4672,Thomasomys laniger,56472.2154145749,35.74,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4673,Thomasomys macrotis,1375.91829138463,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore
4674,Thomasomys monochromos,8594.97861102032,77,RODENTIA,CRICETIDAE,Thomasomys,EN,Omnivore
4675,Thomasomys niveipes,26819.9477606425,54.09,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4676,Thomasomys notatus,186776.764877371,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4677,Thomasomys onkiro,1122.16647914128,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore
4678,Thomasomys oreas,213939.496345914,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4679,Thomasomys paramorum,29904.2818186216,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4680,Thomasomys popayanus,31157.1186911039,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4681,Thomasomys praetor,55615.048014166,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4682,Thomasomys pyrrhonotus,22414.5920431808,77,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore
4683,Thomasomys rosalinda,16475.1493831368,77,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4684,Thomasomys silvestris,18571.3908636432,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4685,Thomasomys taczanowskii,151300.493536408,77,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4686,Thomasomys ucucha,16490.7791530236,35,RODENTIA,CRICETIDAE,Thomasomys,VU,Omnivore
4687,Thomasomys vestitus,6459.17399666153,76.5,RODENTIA,CRICETIDAE,Thomasomys,LC,Omnivore
4688,Thomasomys vulcani,16199.5016974845,72.68326901,RODENTIA,CRICETIDAE,Thomasomys,DD,Omnivore
4689,Thomomys bottae,1541258.0489387,122.7,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4690,Thomomys bulbivorus,6146.67351158166,359.9,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4691,Thomomys clusius,7446.15646326579,164.3157143,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4692,Thomomys idahoensis,106354.128853006,164.3157143,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4693,Thomomys mazama,79581.1883750444,93.07,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4694,Thomomys monticola,52698.8719954155,80.99,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4695,Thomomys talpoides,2619924.61119028,104.64,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4696,Thomomys townsendii,113167.50628293,263.35,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4697,Thomomys umbrinus,469401.239690472,125.56,RODENTIA,GEOMYIDAE,Thomomys,LC,Herbivore
4698,Thoopterus nigrescens,182866.819722291,66.12,CHIROPTERA,PTEROPODIDAE,Thoopterus,LC,Herbivore
4699,Thrichomys apereoides,1168178.78982709,297.53,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore
4700,Thrichomys inermis,115404.014524407,339,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore
4701,Thrichomys pachyurus,166432.454152604,318.265,RODENTIA,ECHIMYIDAE,Thrichomys,LC,Herbivore
4702,Thryonomys gregorianus,2375910.66287186,2707.14,RODENTIA,THRYONOMYIDAE,Thryonomys,LC,Herbivore
4703,Thryonomys swinderianus,7541427.86117928,3750.85,RODENTIA,THRYONOMYIDAE,Thryonomys,LC,Herbivore
4704,Thylamys cinderella,200213.561575676,43.44552871,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Insectivore
4705,Thylamys citellus,101836.973327157,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,NotAssigned
4706,Thylamys elegans,142618.830684487,28.9,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore
4707,Thylamys fenestrae,111642.373512907,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,NotAssigned
4708,Thylamys karimii,1431282.10153761,28,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,VU,Insectivore
4709,Thylamys macrurus,88357.6153205256,34.43,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,Insectivore
4710,Thylamys pallidior,1466560.74770114,15.34,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore
4711,Thylamys pulchellus,339443.42500716,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,NotAssigned
4712,Thylamys pusillus,265025.156278282,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,LC,Omnivore
4713,Thylamys tatei,7141.47403509281,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,DD,Insectivore
4714,Thylamys velutinus,565239.925477156,20.69,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,NT,Omnivore
4715,Thylamys venustus,301512.364697788,30.60729392,DIDELPHIMORPHIA,DIDELPHIDAE,Thylamys,DD,Omnivore
4716,Thylogale billardierii,66448.2339511433,5865.86,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore
4717,Thylogale browni,265884.624416714,5478,DIPROTODONTIA,MACROPODIDAE,Thylogale,VU,Herbivore
4718,Thylogale brunii,99125.5144567384,3620,DIPROTODONTIA,MACROPODIDAE,Thylogale,VU,Herbivore
4719,Thylogale calabyi,641.134362862024,4749.213333,DIPROTODONTIA,MACROPODIDAE,Thylogale,EN,Herbivore
4720,Thylogale lanatus,1344.03971231809,3620,DIPROTODONTIA,MACROPODIDAE,Thylogale,EN,Herbivore
4721,Thylogale stigmatica,221190.392368671,4511.47,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore
4722,Thylogale thetis,73431.9346134697,5399.95,DIPROTODONTIA,MACROPODIDAE,Thylogale,LC,Herbivore
4723,Thyroptera devivoi,99097.3523156461,3.825,CHIROPTERA,THYROPTERIDAE,Thyroptera,DD,Insectivore
4724,Thyroptera discifera,5711189.68801354,3.13,CHIROPTERA,THYROPTERIDAE,Thyroptera,LC,Insectivore
4725,Thyroptera lavali,3763.16430105983,3.825,CHIROPTERA,THYROPTERIDAE,Thyroptera,DD,Insectivore
4726,Thyroptera tricolor,8555270.5387039,4.52,CHIROPTERA,THYROPTERIDAE,Thyroptera,LC,Insectivore
4727,Tlacuatzin canescens,472458.730295856,47.73,DIDELPHIMORPHIA,DIDELPHIDAE,Tlacuatzin,LC,Omnivore
4728,Tokudaia muenninki,20.1439395055349,177.4,RODENTIA,MURIDAE,Tokudaia,CR,Omnivore
4729,Tokudaia osimensis,470.122230265871,84.65,RODENTIA,MURIDAE,Tokudaia,EN,Omnivore
4730,Tokudaia tokunoshimensis,119.050543875144,131.025,RODENTIA,MURIDAE,Tokudaia,EN,Omnivore
4731,Tomopeas ravus,112839.780267364,27.82447959,CHIROPTERA,MOLOSSIDAE,Tomopeas,EN,Insectivore
