,binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
113,Allactaga hotsoni,497396.337510591,76.5,LC,Herbivore,RODENTIA
114,Allactaga major,4297349.43517347,350.0,LC,Herbivore,RODENTIA
115,Allactaga severtzovi,706422.2414834109,159.0,LC,Herbivore,RODENTIA
116,Allactaga sibirica,5412810.78705457,97.5,LC,Insectivore,RODENTIA
117,Allactaga tetradactyla,103462.202171899,52.0,DD,Herbivore,RODENTIA
118,Allactaga vinogradovi,53732.796172819406,61.83099239,NT,Herbivore,RODENTIA
119,Allactaga williamsi,705702.773489414,23.33,LC,Herbivore,RODENTIA
120,Allactodipus bobrinskii,275856.82862315304,65.0,LC,Omnivore,RODENTIA
121,Allenopithecus nigroviridis,506344.52546747896,4749.96,LC,Herbivore,PRIMATES
122,Allocebus trichotis,42841.1568895867,78.09,VU,Omnivore,PRIMATES
123,Allocricetulus curtatus,1332299.97438192,47.833,LC,Herbivore,RODENTIA
124,Allocricetulus eversmanni,1776747.23645883,115.55799999999999,LC,Omnivore,RODENTIA
125,Alouatta arctoidea,406536.222020425,6361.288889,LC,Herbivore,PRIMATES
126,Alouatta belzebul,866703.125217917,6157.91,VU,Herbivore,PRIMATES
127,Alouatta caraya,3064210.80158009,5576.96,LC,Herbivore,PRIMATES
128,Alouatta discolor,375740.768399918,6361.288889,VU,Herbivore,PRIMATES
129,Alouatta guariba,1076628.40243244,5188.33,LC,Herbivore,PRIMATES
130,Alouatta macconnelli,1763215.52590869,7250.0,LC,Herbivore,PRIMATES
131,Alouatta nigerrima,236116.252263432,6320.0,LC,Herbivore,PRIMATES
132,Alouatta palliata,567394.543485214,6576.99,LC,Herbivore,PRIMATES
133,Alouatta pigra,239988.90729163,7172.06,EN,Herbivore,PRIMATES
134,Alouatta sara,341402.344224534,6611.04,LC,Herbivore,PRIMATES
135,Alouatta ululata,99542.3953576148,6361.288889,EN,Herbivore,PRIMATES
136,Alticola albicaudus,80158.5251038799,42.21130602,DD,Herbivore,RODENTIA
137,Alticola argentatus,1380081.44712609,37.69,LC,Herbivore,RODENTIA
138,Alticola barakshin,225997.245827148,46.25861204,LC,Herbivore,RODENTIA
139,Alticola lemminus,2068206.89558852,46.25861204,LC,Herbivore,RODENTIA
140,Alticola macrotis,379222.823785506,36.0,LC,Herbivore,RODENTIA
141,Alticola montosa,19533.9333325779,46.25861204,VU,Herbivore,RODENTIA
142,Alticola olchonensis,1348.3679635806402,42.21130602,EN,Herbivore,RODENTIA
143,Alticola roylei,38435.4135165327,37.0,NT,Herbivore,RODENTIA
144,Alticola semicanus,671213.841189326,46.25861204,LC,Herbivore,RODENTIA
145,Alticola stoliczkanus,2306364.09018844,30.14,LC,Herbivore,RODENTIA
146,Alticola strelzowi,441285.332093572,49.99,LC,Herbivore,RODENTIA
147,Alticola tuvinicus,134541.204425013,46.25861204,LC,Herbivore,RODENTIA
148,Amblysomus corriae,50632.8404414526,44.845,NT,Insectivore,AFROSORICIDA
149,Amblysomus hottentotus,212483.16864184898,62.6,LC,Insectivore,AFROSORICIDA
150,Amblysomus marleyi,1402.68274557014,36.245,EN,Insectivore,AFROSORICIDA
151,Amblysomus robustus,1734.94753527874,79.5,VU,Insectivore,AFROSORICIDA
152,Amblysomus septentrionalis,32675.852506571202,25.35,NT,Insectivore,AFROSORICIDA
153,Ametrida centurio,5766469.12032201,10.61,LC,Herbivore,CHIROPTERA
154,Ammodillus imbellis,210235.62815796898,49.99,DD,Omnivore,RODENTIA
156,Ammospermophilus harrisii,269488.409870571,126.57,LC,Omnivore,RODENTIA
157,Ammospermophilus interpres,312449.218476289,112.53,LC,Omnivore,RODENTIA
158,Ammospermophilus leucurus,990845.7408051009,103.92,LC,Omnivore,RODENTIA
159,Ammospermophilus nelsoni,16430.6703959385,160.42,EN,Omnivore,RODENTIA
161,Amorphochilus schnablii,178408.336410826,3.3,VU,Insectivore,CHIROPTERA
162,Amphinectomys savamis,991.214108668511,214.0,DD,Omnivore,RODENTIA
163,Anathana ellioti,1366073.82397278,160.0,LC,Omnivore,SCANDENTIA
164,Andalgalomys olrogi,57114.9344345899,32.9,LC,Omnivore,RODENTIA
165,Andalgalomys pearsoni,139008.134140938,25.4,LC,Omnivore,RODENTIA
166,Andinomys edax,228613.14066226102,69.75,LC,Herbivore,RODENTIA
167,Anisomys imitator,181682.74795579398,510.5,LC,Herbivore,RODENTIA
168,Anomalurus beecrofti,3245229.510981,479.07,LC,Omnivore,RODENTIA
169,Anomalurus derbianus,5752726.98107622,665.84,LC,Omnivore,RODENTIA
170,Anomalurus pelii,242873.006515783,1769.99,DD,Omnivore,RODENTIA
171,Anomalurus pusillus,573139.903460054,250.0,LC,Omnivore,RODENTIA
172,Anonymomys mindorensis,594.231180533112,141.0605074,DD,Omnivore,RODENTIA
173,Anotomys leander,12508.222670626299,66.39,VU,Insectivore,RODENTIA
174,Anoura caudifer,5940526.44309135,10.81,LC,Omnivore,CHIROPTERA
175,Anoura cultrata,757500.042456767,17.39,LC,Herbivore,CHIROPTERA
176,Anoura fistulata,21786.699092278897,14.6025,DD,Herbivore,CHIROPTERA
177,Anoura geoffroyi,8204430.35012912,15.15,LC,Insectivore,CHIROPTERA
178,Anoura latidens,710044.889277794,15.06,LC,Omnivore,CHIROPTERA
179,Anoura luismanueli,84559.6916894077,14.6025,LC,Omnivore,CHIROPTERA
180,Anourosorex assamensis,17604.067253761103,20.0,LC,Insectivore,EULIPOTYPHLA
181,Anourosorex schmidi,7900.24823482442,16.05244685,DD,Insectivore,EULIPOTYPHLA
182,Anourosorex squamipes,1189018.75367813,20.0,LC,Insectivore,EULIPOTYPHLA
183,Anourosorex yamashinai,34157.0234144944,8.157340556,LC,Insectivore,EULIPOTYPHLA
185,Antechinus adustus,4920.27057597129,30.5,LC,Insectivore,DASYUROMORPHIA
186,Antechinus agilis,163654.965251746,22.13,LC,Carnivore,DASYUROMORPHIA
188,Antechinus flavipes,1008833.38904762,44.33,LC,Carnivore,DASYUROMORPHIA
189,Antechinus godmani,3599.5216093314502,75.74,NT,Carnivore,DASYUROMORPHIA
190,Antechinus leo,4393.2210287913895,70.09,LC,Insectivore,DASYUROMORPHIA
191,Antechinus minimus,76275.7085954267,52.56,LC,Carnivore,DASYUROMORPHIA
192,Antechinus stuartii,118336.847226853,29.01,LC,Carnivore,DASYUROMORPHIA
193,Antechinus subtropicus,9618.05198810944,46.86444444,LC,Insectivore,DASYUROMORPHIA
194,Antechinus swainsonii,314283.026685584,58.69,LC,Carnivore,DASYUROMORPHIA
195,Anthops ornatus,21294.8518236545,19.66146341,DD,Insectivore,CHIROPTERA
199,Antrozous pallidus,4367598.17108691,22.24,LC,Insectivore,CHIROPTERA
200,Aonyx capensis,11817071.1334719,19322.22,NT,Insectivore,CARNIVORA
201,Aonyx congicus,2924429.88641855,23800.2,NT,Insectivore,CARNIVORA
202,Aotus azarae,3162911.56617956,929.57,LC,Omnivore,PRIMATES
203,Aotus brumbacki,123964.53699631801,800.0,VU,Omnivore,PRIMATES
204,Aotus griseimembra,234087.46146368602,966.0,VU,Omnivore,PRIMATES
205,Aotus jorgehernandezi,1186.23987112173,889.745,DD,Omnivore,PRIMATES
206,Aotus lemurinus,177191.57875966802,865.96,VU,Omnivore,PRIMATES
207,Aotus miconax,59473.2926481231,800.0,VU,Omnivore,PRIMATES
208,Aotus nancymaae,492727.889875963,791.03,VU,Omnivore,PRIMATES
209,Aotus nigriceps,1548698.7917509,1057.0,LC,Omnivore,PRIMATES
210,Aotus trivirgatus,752044.697749503,912.4,LC,Omnivore,PRIMATES
211,Aotus vociferans,1016997.30541936,872.99,LC,Omnivore,PRIMATES
212,Aotus zonalis,154691.812086015,902.5,DD,Omnivore,PRIMATES
214,Apodemus agrarius,11531274.7447623,21.11,LC,Omnivore,RODENTIA
215,Apodemus alpicola,110824.15607159,28.055,LC,Omnivore,RODENTIA
216,Apodemus argenteus,366528.074753249,15.0,LC,Omnivore,RODENTIA
217,Apodemus chevrieri,720401.612572801,32.9,LC,Herbivore,RODENTIA
218,Apodemus draco,1798566.2187351002,22.25,LC,Omnivore,RODENTIA
219,Apodemus epimelas,174107.586797832,63.85388804,LC,Omnivore,RODENTIA
220,Apodemus flavicollis,6066721.93967364,31.6,LC,Herbivore,RODENTIA
221,Apodemus gurkha,12707.059532599,39.9,LC,Omnivore,RODENTIA
222,Apodemus hyrcanicus,48562.597874764004,63.85388804,NT,Omnivore,RODENTIA
223,Apodemus latronum,536889.5790542121,35.2,LC,Omnivore,RODENTIA
224,Apodemus mystacinus,804373.763156529,43.84,LC,Omnivore,RODENTIA
225,Apodemus pallipes,783330.3359101191,63.85388804,LC,Omnivore,RODENTIA
226,Apodemus peninsulae,8904772.41303056,32.9,LC,Omnivore,RODENTIA
227,Apodemus ponticus,347630.589063924,26.7,LC,Omnivore,RODENTIA
228,Apodemus rusiges,112755.032336439,21.5,LC,Omnivore,RODENTIA
229,Apodemus semotus,33914.8967490851,25.77,LC,Omnivore,RODENTIA
230,Apodemus speciosus,368742.872132316,43.75,LC,Omnivore,RODENTIA
231,Apodemus sylvaticus,5002127.46548776,21.9,LC,Omnivore,RODENTIA
232,Apodemus uralensis,7246038.99580633,18.26,LC,Omnivore,RODENTIA
233,Apodemus witherbyi,1580976.99369415,20.66,LC,Omnivore,RODENTIA
234,Apomys abrae,12463.642897406102,34.88,LC,Omnivore,RODENTIA
235,Apomys camiguinensis,73.7155367340254,32.69125,VU,Omnivore,RODENTIA
236,Apomys datae,11591.3184199977,34.88,LC,Omnivore,RODENTIA
237,Apomys gracilirostris,571.340255324826,32.69125,LC,Omnivore,RODENTIA
238,Apomys hylocetes,4399.29348346999,34.88,LC,Omnivore,RODENTIA
239,Apomys insignis,94959.7321827179,34.88,LC,Omnivore,RODENTIA
240,Apomys littoralis,7898.757638780741,30.95,DD,Omnivore,RODENTIA
241,Apomys microdon,61956.393856356604,34.98,LC,Omnivore,RODENTIA
242,Apomys musculus,47774.03200452481,21.2,LC,Omnivore,RODENTIA
243,Apomys sacobianus,951.477061058665,34.88,LC,Omnivore,RODENTIA
245,Arabitragus jayakari,31556.399414067404,23000.0,EN,Herbivore,CETARTIODACTYLA
246,Arborimus albipes,77753.3686222442,23.0,LC,Herbivore,RODENTIA
247,Arborimus longicaudus,54110.7666403978,22.39,NT,Herbivore,RODENTIA
248,Arborimus pomo,22003.977940837,32.49,NT,Herbivore,RODENTIA
249,Archboldomys luzonensis,22.211298209695002,35.34,VU,Insectivore,RODENTIA
250,Arctictis binturong,2942897.25524419,12999.99,VU,Omnivore,CARNIVORA
251,Arctocebus aureus,667483.5506401999,234.16,LC,Omnivore,PRIMATES
252,Arctocebus calabarensis,148437.984481801,258.01,LC,Omnivore,PRIMATES
253,Arctogalidia trivirgata,2539703.89842333,2323.79,LC,Omnivore,CARNIVORA
254,Arctonyx collaris,1373283.89487441,8166.52,VU,Omnivore,CARNIVORA
255,Ardops nichollsi,4742.706970770229,19.23,LC,Herbivore,CHIROPTERA
256,Arielulus aureocollaris,2503.21191605161,10.4,LC,Insectivore,CHIROPTERA
257,Arielulus circumdatus,170230.896246138,10.4,LC,Insectivore,CHIROPTERA
258,Arielulus cuprosus,2630.00493990607,10.4,VU,Insectivore,CHIROPTERA
259,Arielulus societatis,12278.049895546299,10.4,VU,Insectivore,CHIROPTERA
260,Arielulus torquatus,35902.5136024344,10.4,LC,Insectivore,CHIROPTERA
261,Ariteus flavescens,11021.007211026,22.96761263,LC,Omnivore,CHIROPTERA
262,Artibeus amplus,1641783.09229273,61.04,LC,Omnivore,CHIROPTERA
263,Artibeus concolor,6437731.24576267,19.65,LC,Herbivore,CHIROPTERA
264,Artibeus fimbriatus,1480430.65067785,63.89,LC,Omnivore,CHIROPTERA
265,Artibeus fraterculus,302070.72943401197,29.86285714,LC,Omnivore,CHIROPTERA
266,Artibeus hirsutus,228810.56876308602,40.42,LC,Omnivore,CHIROPTERA
267,Artibeus inopinatus,41135.941653785696,29.86285714,DD,Omnivore,CHIROPTERA
268,Artibeus jamaicensis,1559896.27509506,43.63,LC,Omnivore,CHIROPTERA
269,Artibeus lituratus,14235952.081330499,59.3,LC,Omnivore,CHIROPTERA
270,Artibeus obscurus,11122956.740372501,35.91,LC,Omnivore,CHIROPTERA
271,Artibeus planirostris,7906983.19382417,29.86285714,LC,Omnivore,CHIROPTERA
272,Arvicanthis abyssinicus,296092.65114801103,73.34,LC,Herbivore,RODENTIA
273,Arvicanthis ansorgei,651275.417240675,110.0,LC,Herbivore,RODENTIA
274,Arvicanthis blicki,17893.7472337887,128.0,NT,Herbivore,RODENTIA
275,Arvicanthis nairobae,151138.901301628,104.0,LC,Herbivore,RODENTIA
276,Arvicanthis neumanni,1218452.18099996,85.0,LC,Herbivore,RODENTIA
277,Arvicanthis niloticus,6185272.89496408,95.8,LC,Herbivore,RODENTIA
278,Arvicanthis rufinus,1154420.16950807,63.85388804,LC,Herbivore,RODENTIA
279,Arvicola amphibius,15744124.3570178,120.0,LC,Omnivore,RODENTIA
280,Arvicola sapidus,882587.440000492,219.99,VU,Herbivore,RODENTIA
281,Arvicola scherman,831512.968652014,46.25861204,LC,Herbivore,RODENTIA
282,Asellia patrizii,227342.451504113,12.94,LC,Insectivore,CHIROPTERA
283,Asellia tridens,16394491.933267301,12.94,LC,Insectivore,CHIROPTERA
284,Aselliscus stoliczkanus,1362320.25386577,6.09,LC,Insectivore,CHIROPTERA
285,Aselliscus tricuspidatus,274654.19868261396,4.08,LC,Insectivore,CHIROPTERA
286,Atelerix albiventris,7028364.2938748,293.44,LC,Omnivore,EULIPOTYPHLA
287,Atelerix algirus,664641.854661377,903.98,LC,Omnivore,EULIPOTYPHLA
288,Atelerix frontalis,1047880.24835713,329.12,LC,Omnivore,EULIPOTYPHLA
289,Atelerix sclateri,309001.283984667,599.998,LC,Omnivore,EULIPOTYPHLA
290,Ateles belzebuth,1153236.19269354,6692.42,EN,Herbivore,PRIMATES
291,Ateles chamek,2437475.98638023,7053.92,EN,Herbivore,PRIMATES
292,Ateles fusciceps,215774.487124673,9067.94,CR,Herbivore,PRIMATES
293,Ateles geoffroyi,901724.479336109,7582.4,EN,Herbivore,PRIMATES
294,Ateles hybridus,165892.102469641,8500.0,CR,Herbivore,PRIMATES
295,Ateles marginatus,524099.566815948,6229.28,EN,Herbivore,PRIMATES
296,Ateles paniscus,1061276.62388979,8697.25,VU,Herbivore,PRIMATES
297,Atelocynus microtis,2852893.50504691,8363.22,NT,Omnivore,CARNIVORA
298,Atherurus africanus,3544244.60586156,2875.65,LC,Omnivore,RODENTIA
299,Atherurus macrourus,2672201.50188077,2000.0,LC,Omnivore,RODENTIA
300,Atilax paludinosus,14049574.2886327,3600.16,LC,Omnivore,CARNIVORA
301,Atlantoxerus getulus,303645.312842921,250.57,LC,Herbivore,RODENTIA
302,Auliscomys boliviensis,210614.07462469698,70.91,LC,Herbivore,RODENTIA
303,Auliscomys pictus,309598.29080260603,48.97,LC,Herbivore,RODENTIA
304,Auliscomys sublimis,393512.532465639,38.0,LC,Herbivore,RODENTIA
305,Avahi betsileo,970.9942261061549,1000.0,EN,Herbivore,PRIMATES
306,Avahi cleesei,2580.98849415579,5500.0,EN,Herbivore,PRIMATES
307,Avahi laniger,50685.7210922511,1092.28,VU,Herbivore,PRIMATES
308,Avahi meridionalis,1562.64011478785,1150.0,EN,Herbivore,PRIMATES
309,Avahi occidentalis,3056.5371630936897,828.98,EN,Herbivore,PRIMATES
310,Avahi peyrierasi,4374.32501967188,1000.0,VU,Herbivore,PRIMATES
311,Avahi ramanantsoavanai,5832.06378471579,1628.751429,VU,Herbivore,PRIMATES
312,Avahi unicolor,779.721158860399,830.0,EN,Herbivore,PRIMATES
313,Axis axis,2361358.32792386,69499.99,LC,Herbivore,CETARTIODACTYLA
314,Axis calamianensis,1345.3223158555,39812.6,EN,Herbivore,CETARTIODACTYLA
316,Axis porcinus,271999.92756852,37448.29,EN,Herbivore,CETARTIODACTYLA
317,Babyrousa babyrussa,12616.1885113527,92950.09,VU,Herbivore,CETARTIODACTYLA
318,Babyrousa celebensis,120738.110385538,80000.0,VU,Herbivore,CETARTIODACTYLA
320,Baiomys musculus,450251.280630734,8.99,LC,Omnivore,RODENTIA
321,Baiomys taylori,1275181.1613497,7.43,LC,Herbivore,RODENTIA
322,Baiyankamys habbema,777.7840629416349,141.0605074,DD,Carnivore,RODENTIA
323,Baiyankamys shawmayeri,65462.7746522504,141.0605074,LC,Carnivore,RODENTIA
324,Balantiopteryx infusca,2841.6977690841804,5.27,VU,Insectivore,CHIROPTERA
325,Balantiopteryx io,170568.448815065,3.97,VU,Insectivore,CHIROPTERA
326,Balantiopteryx plicata,825040.693043908,6.57,LC,Insectivore,CHIROPTERA
327,Balionycteris maculata,570366.1367822271,14.43,LC,Herbivore,CHIROPTERA
328,Bandicota bengalensis,4165485.34670988,226.99,LC,Omnivore,RODENTIA
329,Bandicota indica,5516458.26699615,583.09,LC,Omnivore,RODENTIA
330,Bandicota savilei,866576.9413808159,260.63,LC,Omnivore,RODENTIA
331,Barbastella barbastellus,3743313.53475019,8.31,NT,Insectivore,CHIROPTERA
332,Barbastella leucomelas,3928012.20010759,15.05,LC,Insectivore,CHIROPTERA
333,Bassaricyon alleni,4449617.95820523,1235.0,LC,Omnivore,CARNIVORA
334,Bassaricyon gabbii,156420.123183927,1250.0,LC,Omnivore,CARNIVORA
335,Bassariscus astutus,3903858.5623824997,1010.37,LC,Omnivore,CARNIVORA
336,Bassariscus sumichrasti,622177.525495866,906.0,LC,Omnivore,CARNIVORA
337,Bathyergus janetta,12034.8372163402,388.69,LC,Herbivore,RODENTIA
338,Bathyergus suillus,44075.955184981394,777.38,LC,Herbivore,RODENTIA
339,Batomys dentatus,453.87098983561,177.645,DD,Herbivore,RODENTIA
340,Batomys granti,5211.99661412813,169.53,LC,Herbivore,RODENTIA
341,Batomys russatus,826.3572588204061,177.645,EN,Herbivore,RODENTIA
342,Batomys salomonseni,16015.508816498701,185.76,LC,Herbivore,RODENTIA
343,Bauerus dubiaquercus,254433.86882452,22.22,NT,Insectivore,CHIROPTERA
344,Bdeogale crassicauda,1497517.78997379,1722.13,LC,Carnivore,CARNIVORA
345,Bdeogale jacksoni,63953.3727349479,2500.0,NT,Carnivore,CARNIVORA
346,Bdeogale nigripes,2110590.77422594,2623.01,LC,Insectivore,CARNIVORA
348,Beamys hindei,337356.588740822,75.8,LC,Omnivore,RODENTIA
350,Belomys pearsonii,525685.017542505,590.0703712999999,DD,Herbivore,RODENTIA
351,Berylmys berdmorei,660824.556802077,235.0,LC,Omnivore,RODENTIA
352,Berylmys bowersi,2558280.01504431,358.68,LC,Omnivore,RODENTIA
353,Berylmys mackenziei,101468.474390153,296.84,DD,Omnivore,RODENTIA
354,Berylmys manipulus,214051.413257255,296.84,DD,Omnivore,RODENTIA
359,Bibimys chacoensis,27946.863633070698,28.0,LC,Herbivore,RODENTIA
360,Bibimys labiosus,361277.465391396,29.0,LC,Herbivore,RODENTIA
361,Bibimys torresi,12372.2350646153,28.0,NT,Herbivore,RODENTIA
363,Biswamoyopterus biswasi,3760.5974307558004,1613.299,CR,Herbivore,RODENTIA
364,Blanfordimys afghanus,409814.545912376,60.64641072,LC,Herbivore,RODENTIA
365,Blanfordimys bucharensis,116187.748885845,60.64641072,LC,Herbivore,RODENTIA
366,Blarina brevicauda,4106919.94985089,18.56,LC,Insectivore,EULIPOTYPHLA
367,Blarina carolinensis,866209.842038417,11.91,LC,Insectivore,EULIPOTYPHLA
368,Blarina hylophaga,727831.720166861,14.49,LC,Insectivore,EULIPOTYPHLA
369,Blarinella griselda,439055.46161048295,8.0,LC,Omnivore,EULIPOTYPHLA
370,Blarinella quadraticauda,17615.2365660627,12.5,NT,Omnivore,EULIPOTYPHLA
371,Blarinella wardi,114891.805933868,14.22361675,LC,Omnivore,EULIPOTYPHLA
372,Blarinomys breviceps,436615.542615736,36.79,LC,Insectivore,RODENTIA
373,Blastocerus dichotomus,434758.459771969,112518.5,VU,Herbivore,CETARTIODACTYLA
378,Brachiones przewalskii,861748.0352335691,27.0,LC,Omnivore,RODENTIA
379,Brachylagus idahoensis,480341.783893581,431.19,LC,Herbivore,LAGOMORPHA
380,Brachyphylla cavernarum,14907.7039970229,45.5,LC,Omnivore,CHIROPTERA
381,Brachyphylla nana,195038.67540721898,37.25,LC,Omnivore,CHIROPTERA
382,Brachytarsomys albicauda,64739.7993468699,200.0,LC,Omnivore,RODENTIA
383,Brachytarsomys villosa,10127.468099105,219.99,VU,Omnivore,RODENTIA
386,Brachyuromys betsileoensis,42770.1780368602,93.58,LC,Omnivore,RODENTIA
387,Brachyuromys ramirohitra,68444.5604281826,92.31,LC,Omnivore,RODENTIA
388,Bradypus pygmaeus,3.4129632306727795,2900.0,CR,Herbivore,PILOSA
389,Bradypus torquatus,75451.4509292281,4468.42,VU,Herbivore,PILOSA
390,Bradypus tridactylus,1042617.96342673,4375.8,LC,Herbivore,PILOSA
391,Bradypus variegatus,9792570.60869821,4136.36,LC,Herbivore,PILOSA
392,Brucepattersonius griserufescens,48616.4018007403,43.0,DD,Omnivore,RODENTIA
393,Brucepattersonius guarani,1540.06043593708,43.0,DD,Omnivore,RODENTIA
394,Brucepattersonius igniventris,13349.7959271814,43.0,DD,Omnivore,RODENTIA
395,Brucepattersonius iheringi,178456.40033908602,43.0,LC,Omnivore,RODENTIA
396,Brucepattersonius misionensis,1517.1949521380302,43.0,DD,Omnivore,RODENTIA
397,Brucepattersonius paradisus,1223.69700303831,43.0,DD,Omnivore,RODENTIA
398,Brucepattersonius soricinus,15506.4011802299,43.0,DD,Omnivore,RODENTIA
399,Bubalus arnee,12946.169501821001,483500.485,EN,Herbivore,CETARTIODACTYLA
403,Budorcas taxicolor,440421.39723829797,294515.3,VU,Herbivore,CETARTIODACTYLA
404,Bullimus bagobus,118864.04942168099,395.38,LC,Omnivore,RODENTIA
405,Bullimus gamay,45.11287297607229,420.19,VU,Omnivore,RODENTIA
406,Bullimus luzonicus,38308.973146556,445.0,LC,Omnivore,RODENTIA
407,Bunolagus monticularis,78511.5442380469,1750.01,CR,Herbivore,LAGOMORPHA
408,Bunomys andrewsi,117011.327571489,125.0,LC,Omnivore,RODENTIA
409,Bunomys chrysocomus,169337.754275056,111.29,LC,Omnivore,RODENTIA
410,Bunomys coelestis,133.476761131675,120.0,CR,Omnivore,RODENTIA
411,Bunomys fratrorum,7086.728598695409,130.31,VU,Omnivore,RODENTIA
412,Bunomys penitus,20441.9479846694,170.0,NT,Omnivore,RODENTIA
413,Bunomys prolatus,782.224262869859,131.0,EN,Omnivore,RODENTIA
415,Cacajao calvus,182017.375657547,3421.04,VU,Herbivore,PRIMATES
416,Cacajao hosomi,69745.4484604308,3271.31,VU,Omnivore,PRIMATES
417,Caenolestes caniventer,19664.0210888214,40.0,NT,Omnivore,PAUCITUBERCULATA
419,Caenolestes convelatus,22780.3632752667,31.56,VU,NotAssigned,PAUCITUBERCULATA
420,Caenolestes fuliginosus,180934.66182739602,28.64,LC,Carnivore,PAUCITUBERCULATA
421,Calcochloris obtusirostris,115455.283625975,24.05,LC,Insectivore,AFROSORICIDA
422,Calcochloris tytonis,312.206862078951,28.27,DD,Insectivore,AFROSORICIDA
425,Callicebus melanochir,99867.07394299279,1050.0,VU,Herbivore,PRIMATES
426,Callicebus nigrifrons,490584.70624518604,1050.0,NT,Herbivore,PRIMATES
427,Callicebus personatus,142975.12079409198,1390.8,VU,Omnivore,PRIMATES
428,Callimico goeldii,602353.154809844,558.0,VU,Omnivore,PRIMATES
429,Callistomys pictus,4897.08133269589,518.99,EN,Herbivore,RODENTIA
430,Callithrix aurita,159614.292482397,386.2,VU,Omnivore,PRIMATES
431,Callithrix flaviceps,24732.6303235949,372.97,EN,Omnivore,PRIMATES
432,Callithrix geoffroyi,124967.929578051,342.0,LC,Omnivore,PRIMATES
433,Callithrix jacchus,943369.7903138921,290.21,LC,Omnivore,PRIMATES
434,Callithrix kuhlii,45701.672997158,374.99,NT,Omnivore,PRIMATES
435,Callithrix penicillata,1309807.48409129,339.98,LC,Omnivore,PRIMATES
436,Callosciurus adamsi,97681.7783135318,208.72,NT,Omnivore,RODENTIA
437,Callosciurus albescens,58797.858779236,277.7788875,DD,Omnivore,RODENTIA
438,Callosciurus baluensis,51137.1250150734,323.91,LC,Omnivore,RODENTIA
439,Callosciurus caniceps,650673.880207805,264.91,LC,Omnivore,RODENTIA
440,Callosciurus erythraeus,4042789.11053089,283.23,LC,Omnivore,RODENTIA
441,Callosciurus finlaysonii,729624.1072739791,278.0,LC,Omnivore,RODENTIA
442,Callosciurus inornatus,309660.675759192,325.0,LC,Omnivore,RODENTIA
443,Callosciurus melanogaster,6004.448923137621,296.0,VU,Omnivore,RODENTIA
444,Callosciurus nigrovittatus,708578.846460682,208.3,NT,Herbivore,RODENTIA
445,Callosciurus notatus,1496326.21749754,209.49,LC,Omnivore,RODENTIA
446,Callosciurus orestes,50506.5210688691,323.91,LC,Omnivore,RODENTIA
447,Callosciurus phayrei,153735.307717472,269.0,LC,Omnivore,RODENTIA
448,Callosciurus prevostii,1313807.60600712,400.0,LC,Herbivore,RODENTIA
449,Callosciurus pygerythrus,587628.2470043,252.0,LC,Omnivore,RODENTIA
450,Callosciurus quinquestriatus,40860.9972286188,246.43442569999996,NT,Omnivore,RODENTIA
451,Calomys boliviae,129662.074448354,27.0,LC,Herbivore,RODENTIA
452,Calomys callidus,55966.070401561105,27.0,LC,Herbivore,RODENTIA
453,Calomys callosus,3145753.1655363,44.95,LC,Herbivore,RODENTIA
454,Calomys expulsus,1360452.91879116,39.86,LC,Herbivore,RODENTIA
455,Calomys fecundus,54307.244572582196,27.61181818,LC,Herbivore,RODENTIA
456,Calomys hummelincki,312459.19273758604,27.0,LC,Herbivore,RODENTIA
457,Calomys laucha,1437875.25147973,14.0,LC,Herbivore,RODENTIA
458,Calomys lepidus,584231.180394773,20.59,LC,Herbivore,RODENTIA
459,Calomys musculinus,2024359.6203408001,20.2,LC,Herbivore,RODENTIA
460,Calomys sorellus,244104.40581544698,20.0,LC,Herbivore,RODENTIA
461,Calomys tener,1710345.46215686,13.8,LC,Herbivore,RODENTIA
462,Calomys tocantinsi,132795.308717564,27.61181818,LC,Herbivore,RODENTIA
463,Calomys venustus,58306.8140966199,49.33,LC,Herbivore,RODENTIA
464,Calomyscus bailwardi,185798.11498854103,21.38,LC,Omnivore,RODENTIA
465,Calomyscus baluchi,426505.706763687,83.81,LC,Omnivore,RODENTIA
466,Calomyscus elburzensis,231907.432820655,119.055,LC,Herbivore,RODENTIA
467,Calomyscus grandis,6000.821405211371,205.995,DD,Omnivore,RODENTIA
468,Calomyscus hotsoni,141022.255844495,60.5,LC,Omnivore,RODENTIA
469,Calomyscus mystax,208682.51044140302,81.375,LC,Herbivore,RODENTIA
470,Calomyscus tsolovi,33.5373626152703,111.74,DD,Omnivore,RODENTIA
471,Calomyscus urartensis,4812.864644583429,147.235,LC,Herbivore,RODENTIA
472,Caluromys derbianus,792215.255851215,326.72,LC,Omnivore,DIDELPHIMORPHIA
473,Caluromys lanatus,5110003.40500351,350.33,LC,Herbivore,DIDELPHIMORPHIA
474,Caluromys philander,3711568.68987544,246.47,LC,Omnivore,DIDELPHIMORPHIA
475,Caluromysiops irrupta,182315.307200925,257.48,LC,Herbivore,DIDELPHIMORPHIA
477,Canis adustus,10714383.849019099,10392.49,LC,Omnivore,CARNIVORA
478,Canis aureus,27053662.772129,9658.7,LC,Omnivore,CARNIVORA
479,Canis latrans,17098504.2035729,11989.1,LC,Carnivore,CARNIVORA
481,Canis mesomelas,6453409.87262755,8247.3,LC,Omnivore,CARNIVORA
