,binomial,Range_km_2,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
4225,Scotorepens greyii,4064359.67495475,4064788.84624085,10.0,LC,Insectivore,CHIROPTERA
4226,Scotorepens orion,264911.34738599806,264662.659574861,11.83,LC,Insectivore,CHIROPTERA
4227,Scotorepens sanborni,702831.5347001293,702866.897054231,8.13,LC,Insectivore,CHIROPTERA
4228,Scotozous dormeri,2182967.5763971773,1579642.3892313999,6.79,LC,Insectivore,CHIROPTERA
4229,Scutisorex somereni,434019.0960488766,434028.615629225,91.49,LC,Omnivore,EULIPOTYPHLA
4230,Sekeetamys calurus,200824.16479835185,200686.833196441,56.61,LC,Herbivore,RODENTIA
4231,Selevinia betpakdalaensis,148696.14997333806,148695.75993628698,17.12,DD,Insectivore,RODENTIA
4232,Semnopithecus ajax,1520.512019164,1520.5035088382099,17200.0,EN,Herbivore,PRIMATES
4233,Semnopithecus dussumieri,1144667.2494029792,1144737.76463589,17200.0,LC,Herbivore,PRIMATES
4234,Semnopithecus entellus,566285.5835007668,545830.420492288,12679.29,LC,Herbivore,PRIMATES
4235,Semnopithecus hector,101193.21944875426,101204.43655778,17200.0,NT,Herbivore,PRIMATES
4236,Semnopithecus hypoleucos,13360.858412597612,13360.683235299499,10026.65,VU,Herbivore,PRIMATES
4237,Semnopithecus priam,238728.4299385209,238783.549832545,17200.0,NT,Herbivore,PRIMATES
4238,Semnopithecus schistaceus,311603.02543516265,311704.25392525,19800.0,LC,Herbivore,PRIMATES
4239,Setifer setosus,590831.4837992992,590831.6294269629,263.22,LC,Insectivore,AFROSORICIDA
4240,Setonix brachyurus,18067.59187488578,18067.2360033503,3027.67,VU,Herbivore,DIPROTODONTIA
4241,Sicista armenica,64.08958828857503,64.1061579407322,61.83099239,EN,Omnivore,RODENTIA
4242,Sicista betulina,6815784.969842185,6815279.94325585,8.92,LC,Omnivore,RODENTIA
4243,Sicista caucasica,6726.44194001515,6727.329690575821,10.0,VU,Omnivore,RODENTIA
4244,Sicista caudata,231134.48723688713,231158.289327922,28.79945178,DD,Herbivore,RODENTIA
4245,Sicista concolor,527672.6806393713,527987.061080532,7.0,LC,Herbivore,RODENTIA
4246,Sicista kazbegica,3375.9304997346385,3375.93250217692,61.83099239,EN,Omnivore,RODENTIA
4247,Sicista kluchorica,7368.9334848585795,7368.933308710551,61.83099239,LC,Omnivore,RODENTIA
4248,Sicista napaea,117902.45290257479,117911.870692561,10.0,LC,Omnivore,RODENTIA
4249,Sicista pseudonapaea,26717.94732527867,26716.6240268667,28.79945178,DD,Omnivore,RODENTIA
4250,Sicista severtzovi,350187.3173086958,350083.032529524,61.83099239,LC,Omnivore,RODENTIA
4251,Sicista strandi,652609.7185441694,652702.0953578639,10.3,LC,Omnivore,RODENTIA
4252,Sicista subtilis,2578200.497593254,2576444.75221041,11.75,LC,Omnivore,RODENTIA
4253,Sicista tianshanica,358954.3579447556,358985.782267285,11.5,LC,Omnivore,RODENTIA
4254,Sigmodon alleni,174831.2016870861,151453.191978872,174.09,VU,Omnivore,RODENTIA
4255,Sigmodon alstoni,840151.9537315192,840163.26239212,55.7,LC,Herbivore,RODENTIA
4256,Sigmodon arizonae,345231.1858584566,345280.16120118,198.0,LC,Omnivore,RODENTIA
4257,Sigmodon fulviventer,464212.4525420356,464112.18976042,195.94,LC,Omnivore,RODENTIA
4258,Sigmodon hirsutus,761227.0332398486,761232.9599559021,93.0,LC,Herbivore,RODENTIA
4259,Sigmodon hispidus,2615433.358672981,2615707.96807048,110.65,LC,Omnivore,RODENTIA
4260,Sigmodon inopinatus,13693.213358091503,13693.2515426304,140.5,VU,Omnivore,RODENTIA
4261,Sigmodon leucotis,282568.6928423468,282532.30933843896,131.78,LC,Omnivore,RODENTIA
4262,Sigmodon mascotensis,252526.33254807914,252559.653707609,120.0,LC,Omnivore,RODENTIA
4263,Sigmodon ochrognathus,464610.8703533488,464511.07200462604,122.0,LC,Herbivore,RODENTIA
4264,Sigmodon peruanus,98148.73037451385,98145.6916187925,72.0,LC,Herbivore,RODENTIA
4265,Sigmodon toltecus,416841.275710939,416824.307398725,160.0,LC,Omnivore,RODENTIA
4266,Sigmodontomys alfari,383742.6357724655,383737.24901465204,50.0,LC,Herbivore,RODENTIA
4267,Simias concolor,6004.479791659493,6004.4802735115,7393.9,CR,Herbivore,PRIMATES
4268,Sminthopsis archeri,46750.45037151503,46749.235112186296,16.0,DD,Carnivore,DASYUROMORPHIA
4269,Sminthopsis bindi,45580.57749558811,45581.5666555339,22.21388889,NT,Carnivore,DASYUROMORPHIA
4270,Sminthopsis butleri,6808.514606696904,7122.248860129771,25.0,VU,Insectivore,DASYUROMORPHIA
4271,Sminthopsis crassicaudata,4142162.0253734477,4137398.35052823,15.98,LC,Insectivore,DASYUROMORPHIA
4272,Sminthopsis dolichura,551945.5217432398,551786.7467795539,14.39,LC,Carnivore,DASYUROMORPHIA
4273,Sminthopsis douglasi,47163.47815803905,47151.0098979676,54.99,NT,Carnivore,DASYUROMORPHIA
4274,Sminthopsis fuliginosus,15587.199833630599,15591.7671167071,22.21388889,DD,Carnivore,DASYUROMORPHIA
4275,Sminthopsis gilberti,76650.39664430045,76619.2801580434,19.5,LC,Carnivore,DASYUROMORPHIA
4276,Sminthopsis granulipes,102939.11377144934,102873.95886566599,25.0,LC,Carnivore,DASYUROMORPHIA
4277,Sminthopsis griseoventer,144258.549740479,144138.80371975098,17.5,LC,Carnivore,DASYUROMORPHIA
4278,Sminthopsis hirtipes,1034242.968918907,1035098.1168248001,15.0,LC,Carnivore,DASYUROMORPHIA
4279,Sminthopsis leucopus,96974.60887354551,96976.2979529158,23.36,LC,Carnivore,DASYUROMORPHIA
4280,Sminthopsis longicaudata,747533.2296494402,747801.204669227,18.0,LC,Insectivore,DASYUROMORPHIA
4281,Sminthopsis macroura,4298178.575171519,4300281.35625656,23.56,LC,Carnivore,DASYUROMORPHIA
4282,Sminthopsis murina,1210282.6293675702,1210760.95842916,17.0,LC,Carnivore,DASYUROMORPHIA
4283,Sminthopsis ooldea,1134030.2576697702,1133609.41406952,12.19,LC,Carnivore,DASYUROMORPHIA
4284,Sminthopsis psammophila,7620.067003227315,7619.6092651609,33.5,VU,Carnivore,DASYUROMORPHIA
4285,Sminthopsis virginiae,362572.4190301156,362600.72158361797,35.24,LC,Carnivore,DASYUROMORPHIA
4286,Sminthopsis youngsoni,1373242.4729171235,1373342.54262323,11.14,LC,Carnivore,DASYUROMORPHIA
4287,Smutsia gigantea,3476652.506147333,3228512.11804066,32999.7005,VU,Insectivore,PHOLIDOTA
4288,Smutsia temminckii,7124222.8472653655,7024457.30276383,10000.0,VU,Insectivore,PHOLIDOTA
4289,Solenodon paradoxus,28238.436340237804,28238.2044665107,899.99,EN,Insectivore,EULIPOTYPHLA
4290,Solisorex pearsoni,481.9769947603978,481.97880868653704,8.157340556,EN,Insectivore,EULIPOTYPHLA
4291,Solomys ponceleti,11785.136355631708,11785.1384141657,1000.0,CR,Herbivore,RODENTIA
4292,Solomys salamonis,44.46265184155935,44.462579924756795,647.67,DD,Herbivore,RODENTIA
4293,Solomys salebrosus,11785.136355631708,11785.1384141657,397.0,EN,Herbivore,RODENTIA
4294,Solomys sapientis,3824.6008822082777,3824.60138242788,546.01,EN,Herbivore,RODENTIA
4295,Sommeromys macrorhinos,1348.4706900444853,1348.47109469971,141.0605074,DD,Insectivore,RODENTIA
4296,Sooretamys angouya,1388660.0604469008,1389336.81752613,120.17,LC,Omnivore,RODENTIA
4297,Sorex alaskanus,492.05012915952057,492.32879693755206,14.0,DD,Insectivore,EULIPOTYPHLA
4298,Sorex alpinus,490549.21283350815,490543.310097376,8.04,NT,Insectivore,EULIPOTYPHLA
4299,Sorex antinorii,189663.49240560769,289904.645071694,7.325418324,DD,Insectivore,EULIPOTYPHLA
4300,Sorex araneus,13234975.327295065,13236507.5924371,9.18,LC,Omnivore,EULIPOTYPHLA
4301,Sorex arcticus,4534048.448716714,4533841.87173039,8.19,LC,Insectivore,EULIPOTYPHLA
4302,Sorex arizonae,62194.69622334843,62195.0431040245,2.7,LC,Insectivore,EULIPOTYPHLA
4303,Sorex asper,379219.6850398087,379195.761348554,7.945,LC,Insectivore,EULIPOTYPHLA
4304,Sorex bairdi,35571.01729363703,35570.1232253418,8.33,LC,Insectivore,EULIPOTYPHLA
4305,Sorex bedfordiae,585273.2239857279,585015.0102513579,7.325418324,LC,Insectivore,EULIPOTYPHLA
4306,Sorex bendirii,207253.98571422164,207238.10118359397,15.76,LC,Insectivore,EULIPOTYPHLA
4307,Sorex buchariensis,47184.33946390773,47183.820667734006,8.157340556,LC,Insectivore,EULIPOTYPHLA
4308,Sorex caecutiens,17661462.95714559,17639608.8804034,6.3,LC,Insectivore,EULIPOTYPHLA
4309,Sorex camtschatica,446674.71398482274,447577.75369855,7.325418324,LC,Insectivore,EULIPOTYPHLA
4310,Sorex cansulus,8787.62906766322,8846.13083936857,7.325418324,DD,Insectivore,EULIPOTYPHLA
4311,Sorex cinereus,11571817.341672184,11571923.428162899,4.2,LC,Insectivore,EULIPOTYPHLA
4312,Sorex coronatus,884152.9466319337,884132.1916565971,9.32,LC,Insectivore,EULIPOTYPHLA
4313,Sorex cylindricauda,328529.47414229,327292.253091258,7.325418324,LC,Insectivore,EULIPOTYPHLA
4314,Sorex daphaenodon,8189445.022559499,8192141.48055517,8.1,LC,Insectivore,EULIPOTYPHLA
4315,Sorex dispar,334220.1283129339,334231.15107611,4.99,LC,Insectivore,EULIPOTYPHLA
4316,Sorex emarginatus,30455.399421008657,30452.1505397545,7.0,LC,Insectivore,EULIPOTYPHLA
4317,Sorex excelsus,200739.81558569544,200703.772502532,7.5,LC,Insectivore,EULIPOTYPHLA
4318,Sorex fumeus,1506441.6205934593,1508616.0080018,7.83,LC,Insectivore,EULIPOTYPHLA
4319,Sorex gracillimus,1135911.7090956392,1136758.48598131,4.4,LC,Insectivore,EULIPOTYPHLA
4320,Sorex granarius,69972.23201985298,69946.8484881047,6.39,LC,Insectivore,EULIPOTYPHLA
4321,Sorex haydeni,1160418.919155534,1160249.70151392,3.5,LC,Insectivore,EULIPOTYPHLA
4322,Sorex hosonoi,10546.775619755874,10546.7701281637,3.25,LC,Insectivore,EULIPOTYPHLA
4323,Sorex hoyi,6985312.205369746,6985242.53143868,3.37,LC,Insectivore,EULIPOTYPHLA
4324,Sorex isodon,12210882.070774037,12216308.246543301,12.23,LC,Insectivore,EULIPOTYPHLA
4325,Sorex ixtlanensis,91819.37487316059,19630.437737352,7.325418324,DD,Insectivore,EULIPOTYPHLA
4326,Sorex jacksoni,4929.306352571348,4929.27448959464,6.01,LC,Insectivore,EULIPOTYPHLA
4327,Sorex kozlovi,67.02128123365826,67.0212811914376,7.325418324,DD,Insectivore,EULIPOTYPHLA
4328,Sorex leucogaster,2065.8342309358395,2065.8330157927,7.325418324,DD,Insectivore,EULIPOTYPHLA
4329,Sorex longirostris,1643735.3051582933,1643808.71853339,3.29,LC,Omnivore,EULIPOTYPHLA
4330,Sorex lyelli,3091.1219131779158,3090.7562037052503,4.99,LC,Insectivore,EULIPOTYPHLA
4331,Sorex macrodon,12782.00401497173,12781.6790224875,8.61,VU,Insectivore,EULIPOTYPHLA
4332,Sorex maritimensis,61239.02635186443,61267.676125348095,7.2,LC,Insectivore,EULIPOTYPHLA
4333,Sorex mediopua,56057.77539322188,56066.9248239208,7.325418324,LC,Insectivore,EULIPOTYPHLA
4334,Sorex merriami,1800241.3724452194,1800350.21759724,5.99,LC,Insectivore,EULIPOTYPHLA
4335,Sorex milleri,11691.494534686912,11692.587938328601,4.07,VU,Insectivore,EULIPOTYPHLA
4336,Sorex minutissimus,17484312.74864147,17482672.6569034,2.46,LC,Insectivore,EULIPOTYPHLA
4337,Sorex minutus,14289187.74893378,14288913.3843108,4.32,LC,Insectivore,EULIPOTYPHLA
4338,Sorex mirabilis,457922.0671313499,457958.388049164,15.0,DD,Carnivore,EULIPOTYPHLA
4339,Sorex monticolus,4519383.125007275,4521918.95188241,6.92,LC,Insectivore,EULIPOTYPHLA
4340,Sorex nanus,997400.7010708521,997639.341494605,2.57,LC,Omnivore,EULIPOTYPHLA
4341,Sorex neomexicanus,13600.070046797067,13600.2554384555,7.0,DD,Insectivore,EULIPOTYPHLA
4342,Sorex oreopolus,14769.425167480114,14769.7907522176,7.0,LC,Insectivore,EULIPOTYPHLA
4343,Sorex orizabae,56543.00697149348,56542.8461530884,7.325418324,LC,Insectivore,EULIPOTYPHLA
4344,Sorex ornatus,194152.24100977075,194177.976481833,5.31,LC,Insectivore,EULIPOTYPHLA
4345,Sorex pacificus,58289.0569714535,58283.9303493733,10.56,LC,Omnivore,EULIPOTYPHLA
4346,Sorex palustris,6241652.060361242,6242380.90028244,13.07,LC,Insectivore,EULIPOTYPHLA
4347,Sorex planiceps,27733.665863235983,27733.294091159303,7.325418324,LC,Insectivore,EULIPOTYPHLA
4348,Sorex portenkoi,121526.39555292459,121493.777488234,7.325418324,DD,Insectivore,EULIPOTYPHLA
4349,Sorex preblei,688437.0788971799,670326.555557995,3.14,LC,Insectivore,EULIPOTYPHLA
4350,Sorex pribilofensis,116.82252337259114,116.822330613369,7.325418324,EN,Insectivore,EULIPOTYPHLA
4351,Sorex raddei,245675.53062103706,245664.417905877,10.0,LC,Insectivore,EULIPOTYPHLA
4352,Sorex roboratus,9304455.74603288,9303837.83702205,12.99,LC,Insectivore,EULIPOTYPHLA
4353,Sorex rohweri,24367.266136705162,24366.3723529428,7.325418324,LC,Insectivore,EULIPOTYPHLA
4354,Sorex samniticus,157737.14107519793,157801.895698282,8.24,LC,Insectivore,EULIPOTYPHLA
4355,Sorex satunini,412651.4621297813,412610.262274749,8.157340556,LC,Insectivore,EULIPOTYPHLA
4356,Sorex saussurei,87986.87507363429,87917.9922431475,4.65,LC,Insectivore,EULIPOTYPHLA
4357,Sorex sclateri,33.50551596124226,84.20303626653809,7.0,CR,Insectivore,EULIPOTYPHLA
4358,Sorex shinto,27674.58645528708,27674.3776362754,6.0,LC,Insectivore,EULIPOTYPHLA
4359,Sorex sinalis,106859.55012432659,107370.159138033,7.325418324,DD,Insectivore,EULIPOTYPHLA
4360,Sorex sonomae,143285.3896865186,143305.118340946,8.3,LC,Insectivore,EULIPOTYPHLA
4361,Sorex stizodon,20.67950952370356,20.6795098059128,7.0,CR,Insectivore,EULIPOTYPHLA
4362,Sorex tenellus,65720.58202480916,65722.2589649219,3.8,LC,Insectivore,EULIPOTYPHLA
4363,Sorex thibetanus,261531.63553956602,261560.989670111,7.325418324,DD,Insectivore,EULIPOTYPHLA
4364,Sorex trowbridgii,377587.3290505152,377575.969408706,5.02,LC,Omnivore,EULIPOTYPHLA
4365,Sorex tundrensis,16000895.251078071,15993121.8558787,7.65,LC,Insectivore,EULIPOTYPHLA
4366,Sorex ugyunak,1412887.0196561245,1412342.53610549,3.6,LC,Insectivore,EULIPOTYPHLA
4367,Sorex unguiculatus,1193908.5533738036,1194028.93312339,14.11,LC,Insectivore,EULIPOTYPHLA
4368,Sorex vagrans,973354.3842376479,992058.430253538,5.99,LC,Insectivore,EULIPOTYPHLA
4369,Sorex ventralis,63020.593148182284,63024.279232241905,7.0,LC,Insectivore,EULIPOTYPHLA
4370,Sorex veraecrucis,417043.31565505214,417038.618113659,7.325418324,LC,Insectivore,EULIPOTYPHLA
4371,Sorex veraepacis,90678.65364938299,90682.5913395093,7.5,LC,Insectivore,EULIPOTYPHLA
4372,Sorex volnuchini,435340.2244238878,434037.43309073703,17.0,LC,Insectivore,EULIPOTYPHLA
4373,Sorex yukonicus,35120.17974590868,32137.464431945,7.325418324,LC,Insectivore,EULIPOTYPHLA
4374,Soriculus nigrescens,136280.15446463547,136320.84940614802,14.58,LC,Omnivore,EULIPOTYPHLA
4375,Spalacopus cyanus,76133.8799595939,76144.1818207548,100.86,LC,Herbivore,RODENTIA
4376,Spalax arenarius,2177.1058125907352,2177.1267291934196,147.745,EN,Herbivore,RODENTIA
4377,Spalax giganteus,25403.326742915717,25404.1760308064,211.245,LC,Herbivore,RODENTIA
4378,Spalax graecus,46178.507693231615,46177.987263427305,75.2,NT,Herbivore,RODENTIA
4379,Spalax microphthalmus,718769.8109060354,718826.5311765141,470.0,LC,Herbivore,RODENTIA
4380,Spalax uralensis,138482.33303710909,138565.431651853,157.625,NT,Herbivore,RODENTIA
4381,Spalax zemni,170082.22810477816,170218.230077393,121.1,VU,Herbivore,RODENTIA
4382,Speothos venaticus,11389062.011445818,11389114.450787598,6324.54,NT,Carnivore,CARNIVORA
4383,Spermophilopsis leptodactylus,1268539.8710770325,1268483.86820269,600.0,LC,Omnivore,RODENTIA
4384,Spermophilus alashanicus,487297.4375574754,487834.925321897,246.43442569999996,LC,Herbivore,RODENTIA
4385,Spermophilus brevicauda,564376.622689128,564431.589216482,246.43442569999996,LC,Herbivore,RODENTIA
4386,Spermophilus citellus,450206.09708966594,449611.051886107,395.97,VU,Omnivore,RODENTIA
4387,Spermophilus dauricus,1379391.2640055323,1379395.87828419,161.3,LC,Herbivore,RODENTIA
4388,Spermophilus erythrogenys,1727076.5491835321,1727062.32921466,355.0,LC,Herbivore,RODENTIA
4389,Spermophilus fulvus,1851587.5257981338,1851642.11977375,778.38,LC,Herbivore,RODENTIA
4390,Spermophilus major,629979.8647150046,629933.29741151,246.43442569999996,LC,Herbivore,RODENTIA
4391,Spermophilus musicus,1036.6814042875906,1036.68532661994,246.43442569999996,NT,Omnivore,RODENTIA
4392,Spermophilus pallidicauda,699832.2606767194,699451.663305199,246.43442569999996,LC,Omnivore,RODENTIA
4393,Spermophilus pygmaeus,1810725.7881925367,1810870.84613924,173.46,LC,Omnivore,RODENTIA
4394,Spermophilus ralli,39596.671459089295,39704.8584771275,246.43442569999996,LC,Omnivore,RODENTIA
4395,Spermophilus relictus,188231.56695559164,188222.907554598,599.99,LC,Herbivore,RODENTIA
4396,Spermophilus suslicus,804462.8789826526,804158.5028123059,252.0,NT,Omnivore,RODENTIA
4397,Spermophilus taurensis,17726.360228599136,17713.1029157046,323.2732574,LC,Omnivore,RODENTIA
4398,Spermophilus xanthoprymnus,442398.82530745736,442556.203481512,289.66700000000003,NT,Omnivore,RODENTIA
4399,Sphaerias blanfordi,471484.9657294088,471401.666848393,28.88,LC,Herbivore,CHIROPTERA
4400,Sphaeronycteris toxophyllum,3805121.938419967,4392958.36381672,16.06,DD,Herbivore,CHIROPTERA
4401,Spilocuscus kraemeri,1892.7791655718481,1897.94860940219,5753.64,NT,Herbivore,DIPROTODONTIA
4402,Spilocuscus maculatus,886128.4862110632,851334.171765782,4060.46,LC,Herbivore,DIPROTODONTIA
4403,Spilocuscus papuensis,3142.733562010254,3142.7335692124298,5271.363333,VU,Herbivore,DIPROTODONTIA
4404,Spilocuscus rufoniger,178072.3738385209,178086.30308031102,5999.99,CR,Herbivore,DIPROTODONTIA
4405,Spilocuscus wilsoni,2524.1587115958723,2524.15873608266,5271.363333,CR,Herbivore,DIPROTODONTIA
4406,Spilogale angustifrons,777392.6873484707,777447.141136965,340.99699999999996,LC,Omnivore,CARNIVORA
4407,Spilogale gracilis,3825098.6976648318,3825446.67810265,466.5,LC,Omnivore,CARNIVORA
4408,Spilogale putorius,2979663.4303425658,2979584.84765158,566.49,VU,Carnivore,CARNIVORA
4409,Spilogale pygmaea,95503.30674877293,95518.3394508278,365.0,VU,Omnivore,CARNIVORA
4410,Srilankamys ohiensis,1707.5016220406299,1714.7155339376902,125.0,VU,Omnivore,RODENTIA
4411,Steatomys bocagei,573971.2132103883,573977.8747808221,4.010694547,LC,Omnivore,RODENTIA
4412,Steatomys caurinus,1058280.7182740949,1058295.71334575,44.75,LC,Omnivore,RODENTIA
4413,Steatomys cuppedius,1074999.5969288717,1075014.26220034,4.010694547,LC,Omnivore,RODENTIA
4414,Steatomys jacksoni,620.2123207335068,620.212320757205,21.2873413,DD,Omnivore,RODENTIA
4415,Steatomys krebsii,979344.0824078011,979358.325627238,20.67,LC,Omnivore,RODENTIA
4416,Steatomys opimus,720991.5074059637,721011.8496818001,40.0,LC,Omnivore,RODENTIA
4417,Steatomys parvus,1128028.024538767,1128038.1166017,4.99,LC,Omnivore,RODENTIA
4418,Steatomys pratensis,3477943.676591433,3477980.22882816,30.58,LC,Omnivore,RODENTIA
4419,Stenocephalemys albipes,360890.3360009928,360891.821786934,48.0,LC,Omnivore,RODENTIA
4420,Stenocephalemys albocaudata,12140.160847882758,12140.108932443001,144.0,LC,Omnivore,RODENTIA
4421,Stenocephalemys griseicauda,38987.83587612461,38987.6342505654,85.75,LC,Omnivore,RODENTIA
4422,Stenocephalemys ruppi,4073.1339741548945,4073.1385121658295,48.99,DD,Omnivore,RODENTIA
4423,Stenoderma rufum,9281.026276654122,9281.02809303142,21.1,NT,Herbivore,CHIROPTERA
4424,Stochomys longicaudatus,1866728.428526247,1866744.3507053002,70.95,LC,Omnivore,RODENTIA
4425,Strigocuscus celebensis,172973.19045226322,172973.193188239,1000.0,VU,Herbivore,DIPROTODONTIA
4426,Strigocuscus pelengensis,6411.264656438527,6411.26505815227,1000.0,LC,Herbivore,DIPROTODONTIA
4427,Sturnira aratathomasi,72661.78045715328,72657.4544747297,49.67,LC,Herbivore,CHIROPTERA
4428,Sturnira bidens,705271.0231635142,705384.621307808,18.05,LC,Herbivore,CHIROPTERA
4429,Sturnira bogotensis,501249.8136864104,501247.489974919,19.94,LC,Herbivore,CHIROPTERA
4430,Sturnira erythromos,2534332.815490109,2534366.15568068,15.53,LC,Herbivore,CHIROPTERA
4431,Sturnira lilium,4859693.018626839,4859513.87162605,20.19,LC,Herbivore,CHIROPTERA
4432,Sturnira ludovici,1216334.344225035,1216315.86236949,21.0,LC,Herbivore,CHIROPTERA
4433,Sturnira luisi,340294.3903103636,451235.935922388,22.50555556,LC,Herbivore,CHIROPTERA
4434,Sturnira magna,1568130.1096265386,1567758.18887952,22.50555556,LC,Herbivore,CHIROPTERA
4435,Sturnira mistratensis,2274.1144499415263,2274.11445443087,22.50555556,DD,Herbivore,CHIROPTERA
4436,Sturnira mordax,28315.618553577555,26175.815254406,11.79,NT,Herbivore,CHIROPTERA
4437,Sturnira nana,2319.4407760447225,2319.43940255768,22.50555556,EN,Herbivore,CHIROPTERA
4438,Sturnira oporaphilum,1015533.5323902058,1015753.83954051,21.99,LC,Herbivore,CHIROPTERA
4439,Sturnira sorianoi,25210.91511455241,25210.9152032426,22.50555556,DD,Herbivore,CHIROPTERA
4440,Sturnira tildae,10660603.886613937,10661362.0967429,24.39,LC,Herbivore,CHIROPTERA
4441,Styloctenium mindorensis,485.3476334893167,10.890615774785301,172.42,DD,Herbivore,CHIROPTERA
4442,Styloctenium wallacei,170647.3537022264,170647.35622237698,172.42,NT,Herbivore,CHIROPTERA
4443,Stylodipus andrewsi,941378.838540859,940764.374416427,55.0,LC,Herbivore,RODENTIA
4444,Stylodipus sungorus,22463.15168603589,22462.690317405,55.0,LC,Herbivore,RODENTIA
4445,Stylodipus telum,1341020.2167722362,1340954.30939399,59.99,LC,Omnivore,RODENTIA
4446,Suncus aequatorius,491.2606219971433,491.260492206266,6.5,EN,Insectivore,EULIPOTYPHLA
4447,Suncus ater,571.7922996602974,571.791757042227,10.20875,DD,Insectivore,EULIPOTYPHLA
