,grid_index,area,annual_mean_temp,prec_warmest_quarter,temp_seasonality,prec_seasonality,npp,binomial
0,0,0.44500896561194053,27.63144874572754,3.0,539.895263671875,111.92666625976562,-inf,Capra_aegagrus
1,1,211.9446980794337,26.319353103637695,58.42030715942383,530.6659545898438,79.99615478515625,22352150528.0,Capra_aegagrus
2,2,4533.175245411534,25.34966278076172,98.05422973632812,534.8902180989584,99.3860371907552,21761844838.4,Capra_aegagrus
3,3,3526.189654060801,25.983642578125,105.85732199928977,532.6181640625,106.38017134232955,22079668224.0,Capra_aegagrus
4,4,1882.412979968746,26.29469045003255,108.82293701171875,541.6859130859375,106.85916137695312,20840116679.11111,Capra_aegagrus
5,5,1606.576241934996,25.704509735107422,125.39839172363281,573.2818603515625,132.55825805664062,29963485184.0,Capra_aegagrus
6,6,425.5090066682897,26.8364200592041,11.161521911621094,580.5348510742188,106.60967254638672,-inf,Capra_aegagrus
7,7,1753.6966513861216,-2.6153845785725877e+37,-2.6153845785725877e+37,-2.6153845785725877e+37,-2.6153845785725877e+37,-inf,Capra_aegagrus
8,8,4400.014523982445,23.458401489257813,70.71187133789063,562.2794921875,63.4057861328125,19581975210.666668,Capra_aegagrus
9,9,5055.608443654916,24.366566975911457,49.895106724330354,585.0235770089286,63.56218029203869,16520861013.333334,Capra_aegagrus
10,10,4763.363793485341,23.8040771484375,66.64835030691964,629.756603422619,63.307442801339285,15042847266.133333,Capra_aegagrus
11,11,4589.1087946279595,23.477216218647204,54.29472270764803,654.8413856907895,67.26099917763158,17383868416.0,Capra_aegagrus
12,12,3705.8690229247036,23.695072719029017,19.16888209751674,683.3613978794643,80.91111537388393,16448335052.8,Capra_aegagrus
13,13,4054.982865090608,23.788942035875824,35.79973722759046,705.705232319079,71.63892886513158,14715393365.333334,Capra_aegagrus
14,14,4181.684311955588,23.361227284307066,98.11685844089673,673.9549082880435,87.04306428328805,12842338183.529411,Capra_aegagrus
