,grid_index,area,annual_mean_temp,prec_warmest_quarter,temp_seasonality,prec_seasonality,npp,binomial
1,1,211.76153173661788,26.198829650878906,76.87901306152344,437.1407470703125,66.1504898071289,28759384064.0,Arabitragus_jayakari
2,2,107.19208147401578,26.753885904947918,57.25707499186198,432.9569498697917,62.30665588378906,27362500608.0,Arabitragus_jayakari
3,3,270.04303123351235,26.55313491821289,51.61174774169922,467.8103332519531,58.086448669433594,23542534144.0,Arabitragus_jayakari
4,4,12.111034782875448,25.4034423828125,88.10044352213542,459.0651041666667,69.56847635904948,30043639808.0,Arabitragus_jayakari
5,5,47.199471391809226,24.262283325195312,124.91009521484375,456.8014831542969,82.7249755859375,35525726208.0,Arabitragus_jayakari
6,6,346.8978235214205,25.28307189941406,95.1433349609375,450.664892578125,76.36103515625,36020752384.0,Arabitragus_jayakari
7,7,290.25880356374125,25.823007583618164,29.550443649291992,502.448974609375,69.46893310546875,19672772608.0,Arabitragus_jayakari
8,8,9.574530854575581,25.943740844726562,31.30297342936198,493.2569986979167,67.00355529785156,18558427136.0,Arabitragus_jayakari
9,9,143.325893119603,26.268450419108074,32.309173583984375,485.3425699869792,63.67866516113281,18001252352.0,Arabitragus_jayakari
10,10,12.553791390366378,25.924089431762695,65.02024841308594,471.9088134765625,63.405479431152344,24341422080.0,Arabitragus_jayakari
11,11,108.8323467653909,24.194019317626953,119.01683044433594,469.9033203125,81.08873748779297,-8.499999880360911e+37,Arabitragus_jayakari
12,12,347.3141862918653,22.826765060424805,161.867431640625,472.0380859375,96.01880645751953,-1.6999999760721821e+38,Arabitragus_jayakari
13,13,400.0,24.28376579284668,116.9417953491211,468.55841064453125,84.85826110839844,-inf,Arabitragus_jayakari
14,14,168.37868166627595,25.89556312561035,24.728893280029297,552.6463623046875,84.65211486816406,32497027754.666668,Arabitragus_jayakari
15,15,77.05733429358774,25.384613037109375,28.78717803955078,547.7213134765625,83.20805358886719,30011725824.0,Arabitragus_jayakari
16,16,141.62387669287472,24.9524408976237,34.15424092610677,533.337158203125,77.96876525878906,25609113600.0,Arabitragus_jayakari
17,17,177.3909346198652,25.4959774017334,32.52064514160156,519.56396484375,72.05509948730469,21199321088.0,Arabitragus_jayakari
18,18,213.94987776084469,25.510574340820312,35.25081253051758,511.184326171875,67.84791564941406,20280662016.0,Arabitragus_jayakari
19,19,244.71309375115734,25.25193214416504,42.06877899169922,501.7380676269531,63.450469970703125,19110264832.0,Arabitragus_jayakari
20,20,399.61784157071787,25.223861694335938,59.975860595703125,489.5525309244792,63.28688049316406,19145912320.0,Arabitragus_jayakari
21,21,275.4531655002442,24.902984619140625,87.43197631835938,481.5904846191406,73.62742614746094,22872401920.0,Arabitragus_jayakari
22,22,331.3022150313474,24.030616760253906,118.90434265136719,479.5960693359375,85.59300231933594,-inf,Arabitragus_jayakari
23,23,400.0,24.055274963378906,119.09556579589844,475.9873352050781,86.82843017578125,-inf,Arabitragus_jayakari
24,24,296.93982118790825,23.4765625,139.9326171875,475.7768859863281,92.76652526855469,-3.3999999521443642e+38,Arabitragus_jayakari
25,25,0.8352759430576381,23.63638687133789,46.647891998291016,567.085693359375,80.16816711425781,37482004480.0,Arabitragus_jayakari
26,26,65.9442866210853,23.73410415649414,46.24463653564453,561.4420166015625,77.97247314453125,37244850176.0,Arabitragus_jayakari
27,27,398.13009011231236,23.23213005065918,50.19184112548828,552.1597900390625,74.19277954101562,36179476480.0,Arabitragus_jayakari
28,28,400.0,23.07221221923828,56.13304646809896,540.114501953125,70.0481669108073,28232189952.0,Arabitragus_jayakari
29,29,400.0,24.624048233032227,47.95029830932617,527.8235473632812,64.50299072265625,21113126912.0,Arabitragus_jayakari
30,30,400.0,25.036867141723633,48.069358825683594,520.1365966796875,61.9626579284668,20082180096.0,Arabitragus_jayakari
31,31,353.42244159683696,24.764179229736328,57.19852066040039,510.8182373046875,62.28352355957031,19431776256.0,Arabitragus_jayakari
32,32,400.0,24.692342122395832,73.92515563964844,499.1277262369792,68.1040751139323,19335585792.0,Arabitragus_jayakari
33,33,400.0,25.06543731689453,80.30287170410156,489.1004638671875,74.59429931640625,20604493824.0,Arabitragus_jayakari
34,34,400.0,25.093246459960938,83.89551798502605,483.3423665364583,78.03998311360677,-1.6999999760721821e+38,Arabitragus_jayakari
35,35,268.9000708740428,25.216461181640625,80.04004669189453,474.55291748046875,77.69392395019531,-3.3999999521443642e+38,Arabitragus_jayakari
36,36,30.963443159358118,26.227052688598633,20.072898864746094,597.0752563476562,84.960693359375,26255837184.0,Arabitragus_jayakari
37,37,9.732020970933734,24.475515365600586,40.472740173339844,585.9984130859375,77.69400024414062,24200138752.0,Arabitragus_jayakari
38,38,150.78079756678582,23.016477584838867,61.558555603027344,575.5350952148438,72.97085571289062,28657713152.0,Arabitragus_jayakari
39,39,306.91828385393944,23.18916130065918,62.397926330566406,565.318359375,70.11359405517578,31083612160.0,Arabitragus_jayakari
40,40,400.0,23.72011947631836,54.874855041503906,557.8031616210938,67.0465087890625,29473013760.0,Arabitragus_jayakari
41,41,400.0,24.021464029947918,57.3316396077474,546.5634765625,65.38451639811198,24665092096.0,Arabitragus_jayakari
42,42,400.0,24.67053731282552,56.44417826334635,535.123046875,63.496358235677086,20637032448.0,Arabitragus_jayakari
43,43,241.70874438723874,25.238611857096355,53.996195475260414,523.7620442708334,61.80744425455729,18975481856.0,Arabitragus_jayakari
44,44,273.54266268027806,25.155715942382812,59.4351806640625,517.0205688476562,63.797088623046875,17438949376.0,Arabitragus_jayakari
