,grid_index,area,annual_mean_temp,prec_warmest_quarter,temp_seasonality,prec_seasonality,npp,binomial
0,0,0.024712828946512028,24.601043701171875,756.330810546875,37.44160079956055,37.998924255371094,-3.3999999521443642e+38,Presbytis_comata
1,1,1922.8545283260514,22.621466064453124,717.7735677083333,34.33052978515625,39.77882486979167,-inf,Presbytis_comata
2,2,5881.717028584804,21.1041845703125,825.331875,40.1605224609375,49.0011279296875,-2.428571394388832e+37,Presbytis_comata
3,3,5080.1142545539815,24.670235770089285,876.8964146205357,47.50531005859375,46.78845650809152,-2.2666666347629095e+37,Presbytis_comata
4,4,3952.383857772231,23.168285793728298,860.6449652777778,44.11986626519097,55.84784274631076,422297232998.4,Presbytis_comata
