binomial,estimated_pop,AdultBodyMassG,estimated_mass,pop_density,Range
Crocidura dolichura,22148501.1535659,5.63,0.000124696061495,14.8794558445384,1488528.97478073
Crocidura douceti,2234488.4307254,4.3,9.60830025211921E-06,21.9354113529978,101866.721109838
Crocidura dsinezumi,14101357.7074133,10.21,0.000143974862193,48.1544885735541,292835.790081625
Crocidura eisentrauti,5048.92503349829,13.78067769,6.95776085676124E-08,13.8809439755309,363.730668634528
Crocidura elgonius,1063771.05439487,6.5,6.91451185356667E-06,12.6869471982647,83847.6772836552
Crocidura elongata,6761919.26636631,17.8,0.000120362162941,52.7885141158761,128094.517900679
Crocidura erica,1072211.90459368,11.79289643,1.26444839418863E-05,9.68416206668074,110718.087658067
Crocidura fischeri,33801.1077528246,11.79289643,3.98612962948331E-07,10.6676816777033,3168.55234099015
Crocidura flavescens,7184929.54603977,31.22,0.000224313500427,24.5921276693857,292163.803093141
Crocidura floweri,290138.44831807,11.79289643,3.4215726713759E-06,9.51243888103773,30500.9526943124
Crocidura foetida,26408341.0702579,10.25,0.00027068549597,36.0460229609341,732628.426133966
Crocidura foxi,14688024.33229,21,0.000308448510978,8.84778919053056,1660078.46886881
Crocidura fuliginosa,46714823.3950889,12,0.000560577880741,16.386516849886,2850808.61436479
Crocidura fulvastra,42970367.6300252,10,0.0004297036763,9.90934280863072,4336348.88406518
Crocidura fumosa,189852.372649191,14.49,2.75096087968677E-06,10.2394928979494,18541.1889574348
Crocidura fuscomurina,135682116.130755,5.6,0.000759819850332,13.8039425554646,9829229.26443521
Crocidura glassi,150578.510102814,8.157340556,1.22832018732374E-06,12.6526962804522,11900.9029194395
Crocidura gmelini,33324185.2751783,11.79289643,0.000392988665564,13.1501592609478,2534127.88498628
Crocidura goliath,8443498.59635008,87.92,0.000742352396591,14.5814911515802,579055.907833889
Crocidura grandiceps,308809.847416703,23,7.10262649058417E-06,9.07006476034755,34047.1491192385
Crocidura grandis,7689.72271344625,11.79289643,9.06841035350902E-08,14.4388303141407,532.57241384126
Crocidura grassei,3741686.71834189,13.5,5.05127706976155E-05,10.4934329563953,356574.129161561
Crocidura grayi,1258597.04277927,10.7,1.34669883577381E-05,33.1614857038151,37953.5782570341
Crocidura greenwoodi,1437897.55891791,8.157340556,1.17294200727345E-05,27.8199305587178,51685.8787940909
Crocidura harenna,1424.02218052401,8.157340556,1.1616233885832E-08,13.1945040242657,107.92540423688
Crocidura hikmiya,64.076290823404,11.79289643,7.55645061298963E-10,15.988852775534,4.00756024981685
Crocidura hildegardeae,38650301.1113158,10.28,0.000397325095424,16.5133817261042,2340544.27811221
Crocidura hilliana,65209.034394747,11.79289643,7.69003388917559E-07,12.3124909452497,5296.16912489225
Crocidura hirta,54414243.0403805,15.8,0.000859745040038,13.4555030020698,4044014.0388665
Crocidura hispida,2521.00775825657,8.157340556,2.05647188284169E-08,67.1898022115519,37.5206902725952
Crocidura horsfieldii,259299.989997592,5.47,1.41837094528683E-06,10.7686033058895,24079.2591789297
Crocidura hutanis,5325246.20176163,11.79289643,6.28000769216258E-05,52.6784260276611,101089.698446293
Crocidura indochinensis,8898125.78100665,8.157340556,7.25850423057947E-05,13.3263265013732,667710.323628176
Crocidura jacksoni,16543298.779232,7,0.000115803091455,18.1494322062926,911505.031738475
Crocidura jenkinsi,4947.80471900783,12.6,6.23423394594986E-08,64.775648520466,76.3837156712457
Crocidura jouvenetae,4505492.41710066,9.79,4.41087707634155E-05,20.2674088264186,222302.340456455
Crocidura katinka,174127.643623569,11.79289643,2.0534692668527E-06,6.14313856156084,28345.0620360623
Crocidura kivuana,16136.6060131543,13.65927211,2.20414292465536E-07,13.2576430220781,1217.15496384099
Crocidura lamottei,15413429.1312301,20.5,0.00031597529719,9.88157005487418,1559815.80312
Crocidura lanosa,66299.518805218,8.025454179,5.32083750261026E-07,13.8203132062315,4797.2515395182
Crocidura lasiura,29413268.9417248,14.8,0.000435316380338,18.640468189342,1577925.43851137
Crocidura latona,1818778.9805186,8.157340556,1.48363995401847E-05,12.5179204748592,145294.019415718
Crocidura lea,8491893.77551985,6.6,5.6046498918431E-05,73.0029525982506,116322.607145116
Crocidura lepidura,9274222.16402777,12,0.000111290665968,39.9660822565748,232052.321378138
Crocidura leucodon,93878897.1960029,10.88,0.001021402401493,23.9007481493131,3927864.37518696
Crocidura levicula,3560008.07920504,1.77,6.30121430019291E-06,84.0066210091516,42377.7082858411
Crocidura littoralis,23304351.0992936,18.61,0.000433693973958,12.2647804836912,1900103.4001613
Crocidura longipes,7323.33377983948,19.3,1.41340341950902E-07,9.08343912009101,806.229191721175
Crocidura lucina,72921.9408595366,8.157340556,5.94849105595731E-07,13.1329330784802,5552.60126765037
Crocidura ludia,7213901.5532078,5.15,3.71515929990202E-05,14.5376822025099,496220.886707946
Crocidura luna,24487878.5078472,13.83,0.000338667359764,13.357493655113,1833268.96048899
Crocidura lusitania,26254416.3253536,2.48,6.5110952486877E-05,12.7901378667242,2052707.84403812
Crocidura macarthuri,8110853.31130786,8.157340556,6.61629926600985E-05,17.3582326569177,467262.622388893
Crocidura macmillani,89423.4965411099,8.157340556,7.29457914994122E-07,4.06020191232968,22024.396439388
Crocidura macowi,3563.26974800885,11.79289643,4.20212710904206E-08,12.5030934518917,284.991051352153
Crocidura malayana,7852195.30470403,12,9.42263436564483E-05,44.9404533415262,174724.434687631
Crocidura manengubae,59346.8705957621,8.157340556,4.84112634382494E-07,10.2727596218788,5777.11080373824
Crocidura maquassiensis,6092851.36570928,5.99,3.64961796805986E-05,18.2038687973532,334700.90526005
Crocidura mariquensis,24006638.3802236,10.35,0.000248468707235,11.5300630751437,2082090.8111055
Crocidura maurisca,6821930.4014141,14,9.55070256197974E-05,11.9140460416471,572595.605016728
Crocidura maxi,12960594.2026043,7.53,9.75932743456106E-05,59.5691775443774,217572.15286293
Crocidura mindorus,4525.20432941222,11.79289643,5.3365265981346E-08,11.7515516353346,385.072922268907
Crocidura miya,5157.42979534031,10.2,5.26057839124711E-08,15.6068808092288,330.458716151056
Crocidura monax,74009.7106505176,16,1.18415537040828E-06,10.2779326478085,7200.83631471335
Crocidura monticola,62682815.8803104,6.6,0.00041370658481,44.9674239530002,1393960.56900716
Crocidura montis,241306.717315206,14.49,3.49653433389734E-06,9.81323989368332,24589.9132121016
Crocidura muricauda,7664915.41782037,8.157340556,6.25253253960958E-05,19.0082829677549,403240.809852363
Crocidura musseri,1389.95456750464,11.79289643,1.63915902569877E-08,15.3435599242297,90.5887925858526
Crocidura mutesae,202625.353318056,23.91,4.84477219783471E-06,7.35250850260805,27558.6697038407
Crocidura nana,1401.68337080542,7,9.81178359563792E-09,11.964847721945,117.150122039126
Crocidura nanilla,8260072.00420603,6.5,5.36904680273392E-05,10.8997977736483,757818.830747103
Crocidura negligens,7965085.49562662,12,9.55810259475194E-05,40.4802799721608,196764.58515367
Crocidura negrina,7115.97817020183,11.33,8.06240326683867E-08,15.4146138749589,461.638431421351
Crocidura nicobarica,5674.47242634636,28.9,1.6399225312141E-07,62.9043853630334,90.2078987593295
Crocidura nigeriae,2765976.51279197,23,6.36174597942153E-05,12.6633635271624,218423.526013374
Crocidura nigricans,932308.447594078,20,1.86461689518815E-05,7.24957547724095,128601.798894422
Crocidura nigripes,4807352.33151931,13.2,6.34570507760549E-05,59.6278291854437,80622.6286817913
Crocidura nigrofusca,54383061.6387153,11.75,0.000639000974255,14.2545813344645,3815128.6497085
Crocidura nimbae,297127.361424771,15.502,4.6060683568068E-06,6.53504011697539,45466.799913432
Crocidura niobe,429621.091623125,16,6.87393746597E-06,21.1356924041123,20326.8046964733
Crocidura obscurior,8716616.84219185,4,3.48664673687674E-05,23.3690635689476,372998.122773492
Crocidura olivieri,158252903.134687,34.42,0.005447064925896,9.99013946325022,15840910.3012863
Crocidura orientalis,10884.7507349654,12,1.30617008819584E-07,16.377860624451,664.601499826857
Crocidura orii,71142.4386559245,14.4,1.02445111664531E-06,75.268866737801,945.177491561672
Crocidura pachyura,1528884.53350538,8.157340556,1.24716318106046E-05,23.7765430870523,64302.2212231493
Crocidura palawanensis,478823.627324235,8.157340556,3.90592739434301E-06,40.5530176038013,11807.3488883686
Crocidura paradoxura,2536425.40262753,8.23,2.08747810636246E-05,24.061862908728,105412.677823357
Crocidura parvipes,79592833.6492301,8.157340556,0.000649265849894,14.225984682526,5594890.99879288
Crocidura pasha,5314018.03992193,6.5,3.45411172594926E-05,9.68740345583262,548549.264428793
Crocidura pergrisea,125.072880100357,11.79289643,1.47497152122531E-09,13.2746173514609,9.42195746882239
Crocidura phaeura,10818.9430457644,8.157340556,8.82538028802684E-08,12.0597687395261,897.110324371741
Crocidura picea,74624.3475452995,8.157340556,6.0873621669631E-07,12.061567284427,6186.95280518387
Crocidura pitmani,162971.606767347,11.79289643,1.92190727963801E-06,4.46129709451175,36530.0950182926
Crocidura planiceps,6143424.21691193,2.5,1.53585605422798E-05,12.799647720837,479968.226540394
Crocidura poensis,14458074.6754817,17.05,0.000246510173217,13.0274306685471,1109817.81775194
Crocidura polia,970.196051984231,11.79289643,1.14414215578449E-08,12.5742598743651,77.1573087941463
Crocidura pullata,499288.220163115,11.79289643,5.88805426910266E-06,9.91592322303651,50352.1668061303
Crocidura raineyi,1286.68570021084,14.49,1.86440757960551E-08,10.1017650515671,127.372364496958
Crocidura ramona,14980.4483017511,11.79289643,1.7666287529752E-07,9.9142272891002,1511.00513080033
Crocidura rapax,5486444.40757565,11.79289643,6.47010706674924E-05,23.8475772049251,230062.968679375
Crocidura religiosa,88118.8597493449,7,6.16832018245415E-07,3.72595182131423,23650.0266174304
Crocidura rhoditis,4303809.37983673,14,6.02533313177142E-05,44.2383281039812,97286.8904475937
Crocidura roosevelti,30463899.7512793,11,0.000335102897264,15.4164607418506,1976063.13546273
Crocidura russula,44430236.2109427,9.89,0.000439415036126,23.0664735304256,1926182.43756843
Crocidura selina,238602.954635853,11.79289643,2.8138199319126E-06,8.23736979878024,28965.9151482047
Crocidura serezkyensis,4238854.08113838,8.157340556,3.45777763070362E-05,15.1347879015067,280073.570156632
Crocidura shantungensis,57472284.7803178,4.5,0.000258625281511,18.8479268960034,3049262.92941557
Crocidura sibirica,53263768.2932551,73,0.003888255085408,8.81233630878205,6044227.82187447
Crocidura sicula,590407.970704537,6.9,4.07381499786131E-06,22.8964995611963,25785.9490323633
Crocidura silacea,4040142.00932204,7,2.82809940652543E-05,11.8965298942271,339606.763084969
Crocidura smithii,2038364.45516642,8.157340556,1.66276330380379E-05,10.9598646111118,185984.455784225
Crocidura somalica,1841191.89020355,11.5,2.11737067373408E-05,10.4633536850402,175965.751099092
Crocidura stenocephala,19543.8623841458,8.157340556,1.59425941247076E-07,14.2148462024148,1374.89087858198
Crocidura suaveolens,272835260.983309,7.35,0.002005339168227,21.6084566977743,12626318.7047232
Crocidura susiana,42763.4358937518,11.79289643,5.0430477048596E-07,10.2382232933718,4176.84149567599
Crocidura tanakae,1709694.29409471,14.5,2.47905672643733E-05,20.6512314237551,82788.9755827369
Crocidura tansaniana,258093.539494318,12,3.09712247393182E-06,91.1138018586739,2832.6503145445
Crocidura tarella,30053.8530724255,8.157340556,2.45159514531762E-07,14.5854859874807,2060.53148302511
Crocidura tarfayensis,3414935.67044423,6.59,2.25044260682275E-05,12.7772555973485,267266.757280248
Crocidura telfordi,43120.6957558486,13.6,5.86441462279541E-07,10.12936850536,4256.99743602288
Crocidura tenuis,1160118.9507627,11.79289643,1.36811626328248E-05,40.5842057066968,28585.478773366
Crocidura thalia,1719015.30970762,8.157340556,1.40225933022628E-05,10.6438464438359,161503.204577246
Crocidura theresae,3947129.6535508,17.6,6.94694819024941E-05,14.5885412062596,270563.697750476
Crocidura thomensis,62134.6693338512,8.157340556,5.06853658090674E-07,72.532862452028,856.641627440887
Crocidura turba,64384758.2736408,14.49,0.000932935147385,13.198726075051,4878103.98575851
Crocidura ultima,14030.8652691393,16,2.2449384430623E-07,10.9833353845458,1277.46852644431
Crocidura usambarae,61915.3475584934,11.83,7.32458561616977E-07,11.3151266447461,5471.90937427484
Crocidura viaria,76033012.4352429,16.49,0.001253784375057,9.26535246949359,8206165.13895003
Crocidura virgata,1003.90957217456,11.79289643,1.18390016097403E-08,11.8976205064259,84.3790211355588
Crocidura voi,36572664.6414086,8.157340556,0.00029833568052,12.1757687687215,3003725.29538837
Crocidura vorax,15863065.425949,8.157340556,0.000129400426942,12.8128271078262,1238061.30313423
Crocidura vosmaeri,518682.893624792,11.79289643,6.11677364452988E-06,45.0018174979453,11525.8210104175
Crocidura whitakeri,17329545.1748191,5.58,9.66988620754905E-05,22.8190653200688,759432.734502855
Crocidura wimmeri,325.550367500654,23.5,7.65043363626536E-09,9.63108985362493,33.8020278544202
Crocidura wuchihensis,49652.0973136976,11.79289643,5.85542041152717E-07,12.7809362349546,3884.85603878563
Crocidura xantippe,303194.923970963,11.4,3.45642213326898E-06,11.2397570269219,26975.2204825013
Crocidura yankariensis,18896998.6797119,4.99,9.42960234117623E-05,13.6037101454872,1389106.2421659
Crocidura zaphiri,122936.376640377,11.79289643,1.44977595719944E-06,12.3020403874071,9993.16965063943
Crocidura zarudnyi,6067915.07736092,6.708,4.07035743389371E-05,11.16201823259,543621.677632121
Crocidura zimmeri,6110.06985317041,14.49,8.85349121724393E-08,9.49163110222194,643.732335082015
Crocidura zimmermanni,38785.8720069869,7.76,3.00978366774218E-07,4.64073629757661,8357.69789962873
Crocuta crocuta,35623.0262611138,63369.98,0.002257430461706,0.002461529833886,14471905.1423697
Crossarchus alexandri,2286076.66547093,1503.4,0.003436887658869,1.61796594040925,1412932.50270317
Crossarchus ansorgei,1287032.01450155,700,0.000900922410151,2.13747777018205,602126.502766824
Crossarchus obscurus,1179382.93516138,1395.09,0.001645345339014,2.39636410790476,492155.149240888
Crossarchus platycephalus,1046249.30266384,1250,0.00130781162833,2.03227810418593,514816.008945259
Crossomys moncktoni,1258615.83080953,168.42,0.000211976078225,9.0747407076066,138694.412475558
Crunomys celebensis,78853.3030122683,42.5,3.3512653780214E-06,7.64988200732509,10307.78029475
Crunomys fallax,254568.438213517,42.5,1.08191586240745E-05,50.8603479500154,5005.24374044201
Crunomys melanius,863130.297111578,42.5,3.66830376272421E-05,25.0962112477885,34392.8527134803
Crunomys suncoides,6346.80318280619,42.5,2.69739135269263E-07,13.1695182387563,481.931310450546
Cryptochloris zyli,23679.9795240574,21,4.97279570005206E-07,11.1677660832592,2120.38641815343
Cryptomys hottentotus,5297749.34966465,75.13,0.00039801990864,6.39531392304758,828379.875235287
Cryptonanus agricolai,5959626.28276995,196.8175859,0.001172959257841,5.22286891788731,1141063.72885588
Cryptonanus chacoensis,5889697.04088832,196.8175859,0.00115919595327,6.68900588046799,880504.090762775
Cryptonanus guahybae,302837.888010386,196.8175859,5.96038220372587E-05,40.0207711812515,7567.01780280177
Cryptonanus unduaviensis,1640489.19523902,196.8175859,0.000322877123102,5.27741330635943,310850.998397679
Cryptoprocta ferox,7151.32138139519,9500,6.79375531232543E-05,0.016147272480211,442881.074197477
Cryptotis alticola,1107173.90724548,8.417492407,9.31962795746731E-06,17.7701269523201,62305.3459446961
Cryptotis brachyonyx,142514.455667511,8.417492407,1.19961434846901E-06,53.2292839339557,2677.36939396622
Cryptotis colombiana,99791.9084831101,8.417492407,8.39997631936618E-07,16.7999002159225,5940.02983354211
Cryptotis endersi,17177.2835656579,8,1.37418268525263E-07,16.3745992735118,1049.02008768206
Cryptotis equatoris,437098.062154016,7.7,3.36565507858592E-06,13.109773105124,33341.390323771
Cryptotis goldmani,1052405.11099539,6.73,7.08268639699896E-06,21.9257877367362,47998.5085886837
Cryptotis goodwini,481649.755677201,7,3.37154828974041E-06,12.2124130451779,39439.3600916882
Cryptotis gracilis,115397.684944809,7,8.0778379461366E-07,8.42555609271052,13696.1505774849
Cryptotis griseoventris,1741.25007951108,9,1.56712507155998E-08,11.105963590205,156.785142087698
Cryptotis hondurensis,1147.75192199321,8.417492407,9.66119308849746E-09,11.8794603112976,96.6165037734648
Cryptotis magna,71052.1400145173,7,4.97364980101621E-07,4.93944379421122,14384.643894073
Cryptotis mayensis,2916784.41577009,5,1.45839220788504E-05,21.3584899809761,136563.231687636
Cryptotis medellinia,182339.749733549,16,2.91743599573679E-06,12.9882563100234,14038.8167111264
Cryptotis meridensis,192011.069570494,12.63,2.42509980867534E-06,14.2386446470869,13485.2069371489
Cryptotis merriami,1325311.30326387,5,6.62655651631934E-06,13.8890154472181,95421.5443348305
Cryptotis mexicana,343555.162747475,7,2.40488613923232E-06,10.764324244873,31916.091984233
Cryptotis montivaga,308098.524965977,11.29,3.47843234686588E-06,10.3498047044271,29768.5351332464
Cryptotis nelsoni,1720.99970641169,8,1.37679976512935E-08,64.250334453796,26.7858482145226
Cryptotis nigrescens,318645.679591495,8.32,2.65113205420123E-06,15.046339149729,21177.6217736813
Cryptotis obscura,98419.2341821044,6.9,6.7909271585652E-07,6.81261649439028,14446.6130249877
Cryptotis orophila,1587462.83633271,8.417492407,1.33624563712253E-05,15.4589680096879,102688.79755349
Cryptotis parva,104930032.797008,4.97,0.000521502263001,25.4560621050814,4122005.68822711
Cryptotis peregrina,7376.36470777405,8.417492407,6.20904939189508E-08,10.7685790229451,684.989606526257
Cryptotis peruviensis,153882.874912261,8.417492407,1.29530793114129E-06,20.4196395007508,7536.02309710725
Cryptotis phillipsii,296503.339002294,8.3,2.46097771371904E-06,49.666498782907,5969.88606542037
Cryptotis squamipes,498470.803439552,11,5.48317883783507E-06,13.0901593633456,38079.8116816932
Cryptotis tamensis,93672.2367693579,8.417492407,7.88485341752776E-07,15.6530124849817,5984.29451578294
Cryptotis thomasi,308000.409953343,11.77,3.62516482515085E-06,12.9962330538375,23699.2064298506
Cryptotis tropicalis,1152367.04966756,8.417492407,9.70004089065366E-06,10.5426852979907,109304.889323329
Ctenodactylus gundi,672538.373589268,288.41,0.000193966792327,5.06690121221009,132731.692492564
Ctenodactylus vali,335903.440820737,173.6,5.83128373264799E-05,5.85624087966717,57358.200887363
Ctenomys argentinus,53600.807727124,221.3,1.18618587500125E-05,1.97973567546244,27074.7294153819
Ctenomys australis,386412.530756219,403.32,0.000155847901905,10.0468609921599,38461.0209156627
Ctenomys azarae,42113.4419379581,400,1.68453767751832E-05,5.38992167114662,7813.36807979979
Ctenomys bergi,75931.8975845129,5.428350776,4.12184975176043E-07,14.1253860928109,5375.56262785329
Ctenomys boliviensis,478130.487395072,462.6,0.000221183163469,3.5887690724511,133229.661129606
Ctenomys bonettoi,37480.5113800103,202.3,7.58230745217609E-06,1.93417562743223,19378.0289899365
Ctenomys brasiliensis,102708.795625577,400,4.10835182502308E-05,0.503874600339101,203838.00960885
Ctenomys colburni,991448.230119761,400,0.000396579292048,1380.44435127466,718.209487549636
Ctenomys coludo,103800.81253826,264.7784159,2.74842147130133E-05,11.2263263475855,9246.19589030431
Ctenomys conoveri,301113.86861601,859.99,0.000258954915871,3.06030054334421,98393.5611392474
Ctenomys coyhaiquensis,102131.614918023,264.7784159,2.7042247211303E-05,449.52977322308,227.196552935194
Ctenomys dorbignyi,454568.163931142,264.7784159,0.000120359838364,51.5612581299005,8816.07975480211
Ctenomys dorsalis,94467.1191865468,165.6,1.56437549372921E-05,8.48972192138283,11127.2336198215
Ctenomys emilianus,106743.911479727,285.29,3.04529705060513E-05,11.0502291324102,9659.88217987703
Ctenomys famosus,161613.713065203,264.7784159,4.27918229331216E-05,288.833833496472,559.538718538586
Ctenomys flamarioni,849117.794321245,264.7784159,0.000224828064493,108.214872250993,7846.59055320795
Ctenomys fochi,165823.55335556,264.7784159,4.39064977763944E-05,316.182185634419,524.455712211729
Ctenomys fodax,157969.525724233,264.7784159,4.18269207817368E-05,86.4087753190976,1828.1653123872
Ctenomys frater,927700.613476105,172.9,0.00016039943607,4.26244118991508,217645.375535278
Ctenomys fulvus,256575.776203936,279.88,7.18104282439577E-05,3.44626819111354,74450.3219063264
Ctenomys goodfellowi,105557.140992703,5.428350776,5.7300118822008E-07,4.6714409531473,22596.2699842295
Ctenomys haigi,156188.581567211,164,2.56149273770227E-05,5.80586976099684,26901.8403782441
Ctenomys johannis,202204.285080305,264.7784159,5.35393302917552E-05,849.366523367,238.064815974546
Ctenomys juris,149198.965834518,264.7784159,3.95046658275818E-05,211.667299013497,704.874898153277
Ctenomys knighti,151033.31941975,316,4.77265289366411E-05,18.3272803854057,8240.90188198468
Ctenomys lami,171186.307896441,264.7784159,4.53264394285893E-05,15.0090877468872,11405.5105002597
Ctenomys latro,31239.1589612641,192,5.9979185205627E-06,4.78323852418184,6530.96407451422
Ctenomys leucodon,39508.053357534,243.6,9.62416179789529E-06,3.45533356583327,11433.9332526949
Ctenomys lewisi,29036.4035839984,117.2,3.40306650004461E-06,6.10985077612947,4752.39161281001
Ctenomys magellanicus,2256849.23975656,271.44,0.00061259915764,28.6671581941278,78725.9492019984
Ctenomys maulinus,153157.995760609,215,3.2928969088531E-05,2.97590595823129,51466.0066246307
Ctenomys mendocinus,621866.148715115,178.44,0.000110965795577,4.53879510796792,137011.284696113
Ctenomys minutus,1176500.73913921,92,0.000108238068001,15.972969977016,73655.728448254
Ctenomys occultus,202377.896619689,150,3.03566844929534E-05,5.3116301288331,38100.9015520719
Ctenomys opimus,1120243.92391681,327.05,0.000366375775317,3.88801465000149,288127.495588624
Ctenomys osvaldoreigi,195524.450243774,264.7784159,5.17706542052648E-05,4.34666244994512,44982.6625590037
Ctenomys pearsoni,491437.734383404,212,0.000104184799689,42.6312634360254,11527.6371088762
Ctenomys perrensi,221452.612026114,400,8.85810448104455E-05,4.88919520820172,45294.2872181955
Ctenomys peruanus,20438.6488626779,488.36,9.9814185585774E-06,3.74050427529435,5464.14262848813
Ctenomys pilarensis,218623.315860893,264.7784159,5.78867352524526E-05,170.840253079658,1279.69440409899
Ctenomys pontifex,314825.879973067,400,0.000125930351989,332.368673002743,947.218873333674
Ctenomys porteousi,108741.736270346,192.4,2.09219100584146E-05,3.28461945948575,33106.3423363421
Ctenomys rionegrensis,1559881.4262937,5.428350776,8.4675835508894E-06,17.9749089324475,86781.047523299
Ctenomys roigi,502.204633900555,264.7784159,1.32972947421828E-07,5.93204967820452,84.65954621819
Ctenomys saltarius,295422.653928985,230,6.79472104036665E-05,106.265260071182,2780.04922522275
Ctenomys scagliai,163657.652248127,264.7784159,4.33330139121723E-05,981.611255892599,166.723487802012
Ctenomys sericeus,169593.692919966,400,6.78374771679862E-05,552.989665283739,306.685103839955
Ctenomys sociabilis,37930.5600189759,400,1.51722240075904E-05,1.66392190913572,22795.8775052598
Ctenomys steinbachi,51102.561124789,384.99,1.96739750074325E-05,2.66105926663751,19203.8417804056
Ctenomys talarum,878891.586765646,140.84,0.00012378309108,17.1362721343135,51288.377068065
Ctenomys torquatus,1739381.49051074,209.49,0.000364383028447,7.22351635392718,240794.289828817
Ctenomys tuconax,129639.790359944,248.99,3.22790114017224E-05,175.509472354855,738.648396696393
Ctenomys tucumanus,172712.127363098,217,3.74785316377922E-05,22.4193309265778,7703.71461702945
Ctenomys tulduco,1003.97955275037,264.7784159,2.65832115573235E-07,7.01292387837574,143.161336150551
Ctenomys validus,217176.828304842,232.6,5.05153302637061E-05,260.736604196884,832.93570909917
Ctenomys viperinus,240808.7711254,264.7784159,6.3760964953409E-05,843.514370529556,285.482713204068
Ctenomys yolandae,253400.610352208,264.7784159,6.70950121971508E-05,644.103334900308,393.416081895351
Cuniculus paca,28559249.1134489,8172.55,0.233401891342117,2.1424755481242,13330023.3640722
Cuniculus taczanowskii,878892.121523189,8999.95,0.007909985149103,2.16017649595689,406861.255628035
Cuon alpinus,6873.86354243375,15800,0.00010860704397,0.001995884954294,3444017.91678751
Cuscomys ashaninka,313.912110095013,164.2793,5.15692617079318E-08,7.09790584251113,44.2260177945607
Cyclopes didactylus,51830926.8125049,263.95,0.013680773132161,6.56699961634759,7892634.35975835
Cynictis penicillata,1030634.5022121,694.41,0.000715682904681,0.457576905482573,2252374.38748174
Cynocephalus volans,1301477.39332221,1250,0.001626846741653,10.7984675191138,120524.268005486
Cynogale bennettii,3735,4246.57,1.586093895E-05,0.00342626159956,1090109.40684715
Cynomops abrasus,104006455.583265,35.39,0.003680788463092,10.5086504981755,9897222.82621561
Cynomops greenhalli,63825521.3018853,15.87,0.001012911023061,14.2718518211292,4472126.11942852
Cynomops mexicanus,6004659.51904554,19.065,0.000114478833731,25.3845705995902,236547.61050567
Cynomops paranus,95427084.614274,12.16,0.00116039334891,13.8967058232848,6866885.27682439
Cynomops planirostris,149040728.892388,12.84,0.001913682958978,13.0163653365646,11450257.0447769
Cynomys gunnisoni,1270939.72702136,797.93,0.001014120936382,4.10637458328863,309504.089615594
Cynomys leucurus,1111068.30115789,963.76,0.001070803185924,4.12114310061925,269601.970625806
Cynomys ludovicianus,11052000,797.05,0.0088089966,6.0697769434449,1820824.73589671
Cynomys parvidens,12000,899.98,1.079976E-05,1.44990188240023,8276.42211218784
Cynopterus brachyotis,49377865.7634222,33.87,0.001672428313407,18.2892888151028,2699824.26668485
Cynopterus horsfieldii,40119189.9865651,56.01,0.002247075831148,27.0053176900061,1485603.33365054
Cynopterus luzoniensis,17226118.6484872,43.874,0.000755778729584,37.7927588940056,455804.740183163
Cynopterus minutus,49458940.6108099,26.45,0.001308188979156,33.845987337465,1461294.07062865
Cynopterus nusatenggara,2997851.58515026,43.874,0.000131527740447,34.9934164438483,85669.0169123876
Cynopterus sphinx,83629338.0561243,44.71,0.003739067704489,12.952712490134,6456511.57005329
Cynopterus titthaecheilus,17032633.2668835,58.33,0.000993513498457,28.4785146850144,598087.135346501
Cyttarops alecto,16515725.2612023,5.3,8.75333438843722E-05,24.014235916337,687747.272856871
Dacnomys millardi,287119.302742967,141.0605074,4.05011945292572E-05,6.88194136145071,41720.6842754096
Dactylomys boliviensis,1183356.04553869,728.8,0.000862429885989,3.51242262478046,336905.939846193
Dactylomys dactylinus,12278989.9330544,649.98,0.007981097876687,3.71350731195269,3306574.86348067
Dactylomys peruanus,901.100288918586,382,3.442203103669E-07,5.50233523918455,163.766882559509
Dactylonax palpator,753943.11090109,359,0.000270665576813,3.53483982656053,213289.186467804
Dactylopsila megalura,212361.903304622,319.2747,6.78017829690124E-05,3.37219819625118,62974.3244453134
Dactylopsila tatei,6383.4105796725,252,1.60861946607747E-06,44.0640793346882,144.866537008237
Dactylopsila trivirgata,3808173.93656207,413.41,0.001574337187114,4.97542188268265,765397.191706842
Dama dama,2709460.24320937,57224.61,0.155047805728162,14.3610378909834,188667.439204412
Damaliscus lunatus,300000,136000.3,0.04080009,0.162985853154797,1840650.54845633
Damaliscus pygargus,240987.032846168,77784.55,0.018745067905774,0.609285957304846,395523.694509825
Dasycercus blythi,776179.554424269,99.54,7.72609128473917E-05,0.527302189217843,1471982.42354273
Dasycercus cristicauda,27000,99.54,2.68758E-06,0.235087388958542,114850.907654436
Dasykaluta rosamondae,283174.776775126,32.17,9.1097325688558E-06,0.732515193274639,386578.707684164
Dasymys foxi,275739.625703855,81.91666667,2.25876710064932E-05,5.30898872467482,51938.2579251464
Dasymys incomtus,48470915.3829494,127.75,0.006192159440172,7.53178365749468,6435516.15223537
Dasymys montanus,17267.0153394476,59,1.01875390502741E-06,9.18774036576336,1879.35386199966
Dasymys nudipes,750017.253870233,81.91666667,6.14389133820367E-05,5.44823469841844,137662.43478607
Dasymys rufulus,16255674.9927623,59,0.000959084824573,9.75207784269867,1666893.48208318
Dasyprocta azarae,5440434.91064416,2976.81,0.016195141046355,3.2630074020518,1667306.94733428
Dasyprocta coibae,30623.2803128765,8.082422901,2.47510302104535E-07,61.1868942303965,500.487574962799
