binomial,estimated_pop,AdultBodyMassG,estimated_mass,pop_density,Range
Arvicanthis abyssinicus,1451899.01948796,73.34,0.000106482274089,4.90352939817537,296092.651148011
Arvicanthis ansorgei,3799646.82126641,110,0.000417961150339,5.83416281450444,651275.417240675
Arvicanthis blicki,86505.3803504055,128,1.10726886848519E-05,4.83439154583885,17893.7472337887
Arvicanthis nairobae,948456.02856781,104,9.86394269710523E-05,6.27539316747431,151138.901301628
Arvicanthis neumanni,7923732.06972464,85,0.000673517225927,6.50311287819421,1218452.18099996
Arvicanthis niloticus,41879720.9611251,95.8,0.004012077268076,6.77087683475092,6185272.89496408
Arvicanthis rufinus,10857765.1312652,63.85388804,0.000693310519056,9.40538412101026,1154420.16950807
Arvicola amphibius,180376439.303012,120,0.021645172716361,11.4567463526551,15744124.3570178
Arvicola sapidus,9302409.4533511,219.99,0.002046437055643,10.5399295658976,882587.440000492
Arvicola scherman,10344335.4958444,46.25861204,0.000478514602514,12.4403778243096,831512.968652014
Asellia patrizii,4096024.47697043,12.94,5.30025567319974E-05,18.0169803302061,227342.451504113
Asellia tridens,191881062.58125,12.94,0.002482940949801,11.7039956689289,16394491.9332673
Aselliscus stoliczkanus,21044268.9079974,6.09,0.00012815959765,15.447372853983,1362320.25386577
Aselliscus tricuspidatus,20198182.409666,4.08,8.24085842314375E-05,73.5404101104121,274654.198682614
Atelerix albiventris,35936463.1901194,293.44,0.010545195758509,5.11306211339072,7028364.2938748
Atelerix algirus,5017671.0467119,903.98,0.004535874272807,7.54943585258908,664641.854661377
Atelerix frontalis,4834621.62223222,329.12,0.001591170668309,4.61371576552946,1047880.24835713
Atelerix sclateri,1942573.42070957,599.998,0.001165540167279,6.28661925173735,309001.283984667
Ateles belzebuth,627339.068240331,6692.42,0.004198416527073,0.54398142567404,1153236.19269354
Ateles chamek,1442458.93930558,7053.92,0.010174989961146,0.591783856483321,2437475.98638023
Ateles fusciceps,250001.853150523,9067.94,0.002267001804258,1.15862563958302,215774.487124673
Ateles geoffroyi,1070631.81671202,7582.4,0.008117958687037,1.18731590551947,901724.479336109
Ateles hybridus,121077.136503452,8500,0.001029155660279,0.729854735101747,165892.102469641
Ateles marginatus,321710.112138536,6229.28,0.002004022367342,0.613833959247505,524099.566815948
Ateles paniscus,643060.746757559,8697.25,0.005592860079737,0.605931321091965,1061276.62388979
Atelocynus microtis,1918220.96285459,8363.22,0.016042503920965,0.672377345828423,2852893.50504691
Atherurus africanus,10716453.6523943,2875.65,0.030816769945508,3.02362134788076,3544244.60586156
Atherurus macrourus,9948862.73890646,2000,0.019897725477813,3.72309600601009,2672201.50188077
Atilax paludinosus,14887085.1107646,3600.16,0.05359588833237,1.05961111738521,14049574.2886327
Atlantoxerus getulus,1715939.52636649,250.57,0.000429962967122,5.65113128307752,303645.312842921
Auliscomys boliviensis,1327012.85885124,70.91,9.40984818211418E-05,6.30068461101618,210614.074624697
Auliscomys pictus,2573401.45917541,48.97,0.000126019469456,8.3120661050941,309598.290802606
Auliscomys sublimis,3049019.0374553,38,0.000115862723423,7.74821329920803,393512.532465639
Avahi betsileo,9643.16354914676,1000,9.64316354914675E-06,9.93122645828433,970.994226106155
Avahi cleesei,9038.6322592892,5500,4.97124774260907E-05,3.50200408864885,2580.98849415579
Avahi laniger,222307.556927042,1092.28,0.00024282209828,4.38599968859927,50685.7210922511
Avahi occidentalis,15241.6967713764,828.98,1.26350617895356E-05,4.98658971185203,3056.53716309369
Avahi peyrierasi,31079.8796393305,1000,3.10798796393306E-05,7.10506866763683,4374.32501967188
