binomial,estimated_pop,AdultBodyMassG,estimated_mass_Mt,pop_density,Range,estimated_mass_g
Melomys talaudium,49574.5047761548,108,4.6580204687675E-06,53.3542717510406,929.157181780631,4658020.4687675
Melonycteris fardoulisi,972586.715572622,41.895,3.5449472790556E-05,57.7902421186645,16829.6009830785,35449472.790556
Melonycteris melanops,1752887.1099723,47.59,7.25753108803162E-05,38.7464771713377,45239.9092237728,72575310.8803162
Melonycteris woodfordi,674573.823150169,36.2,2.12450279862914E-05,40.1940623377943,16782.92225058,21245027.9862914
Melursus ursinus,184907.138166992,99999.99,0.016705793621732,0.346920441327066,532995.80001591,16705793621.732
Menetes berdmorei,8661983.69762556,195,0.001469505534302,7.03012930969256,1232122.95479162,1469505534.302
Mephitis macroura,2771079.5697452,1097.76,0.002755521417678,1.553790823851,1783431.54510155,2755521417.678
Mephitis mephitis,16726862.3574144,2399.99,0.036281799764589,1.3630536058227,12271610.0716513,36281799764.589
Meriones arimalius,1304488.39757831,91.33333333,0.000103654648068,5.0738993765269,257097.80600167,103654648.068
Meriones chengi,217893.16711154,63.85388804,1.21045935307565E-05,5.04717686229256,43171.2961634887,12104593.5307565
Meriones crassus,64397944.5555281,69.94,0.003918473250726,8.5167829117813,7561299.28666447,3918473250.726
Meriones dahli,8337.23297369018,63.85388804,4.63157324552906E-07,9.7921988458298,851.4158162996,463157.324552906
Meriones grandis,7245937.37232337,90.6,0.000571139275561,10.2256444076549,708604.473562476,571139275.561
Meriones hurrianae,3552275.03976179,71.02,0.000219485838792,7.38799503253246,480817.193855656,219485838.792
Meriones libycus,63403559.3863623,91.33,0.005037862958518,8.0955366111863,7831915.58898667,5037862958.518
Meriones meridianus,54853328.5055372,62.1,0.002963560779169,8.90095309167478,6162635.38753422,2963560779.169
Meriones persicus,14608285.4881051,107.52,0.001366494084443,6.57319232905384,2222403.47715611,1366494084.443
Meriones rex,1308664.35599731,125.25,0.000142601883212,6.36243786822987,205685.993812526,142601883.212
Meriones sacramenti,134356.738529012,200,2.33780725040481E-05,16.3591666906529,8212.93291215004,23378072.5040481
Meriones shawi,8794623.86993184,90.6,0.000693209842676,14.1749936315928,620432.297784648,693209842.676
Meriones tamariscinus,23655916.2733976,120,0.002469677658943,9.21088357732859,2568257.00539996,2469677658.943
Meriones tristrami,6512056.35177881,111.62,0.000632381885087,7.22347110351202,901513.449484511,632381885.087
Meriones unguiculatus,25129279.6189555,57.75,0.001262557831255,7.66865467077093,3276882.41260044,1262557831.255
Meriones vinogradovi,1899239.78719161,117,0.000193323617938,6.24697466216521,304025.530741201,193323617.938
Meriones zarudnyi,869118.324807346,95.86069434,7.24834288892954E-05,6.43852340291315,134987.212194353,72483428.8892954
Mesechinus dauuricus,2658415.79014605,342,0.0007909850342,0.527605614637862,5038641.96360141,790985034.2
Mesechinus hughi,1432261.87958629,229.57,0.000286059792936,5.88717251588156,243285.189235161,286059792.936
Mesembriomys gouldii,45000,716.49,2.507715E-05,0.189704384102656,237211.175760961,25077150
Mesembriomys macrurus,310516.553617875,294.28,7.94995659168414E-05,8.92811985521421,34779.6130264231,79499565.9168414
Mesocapromys auritus,1334.91572767722,1533.200179,1.59187235870804E-06,16.0808648026524,83.0126827169791,1591872.35870804
Mesocricetus auratus,32176.3385542775,98.6,2.76015067386303E-06,6.83990807664227,4704.2062837302,2760150.67386303
Mesocricetus brandti,5291396.85685563,198,0.000911496022562,7.21982697384515,732898.014872721,911496022.562
Mesocricetus newtoni,733393.186171689,97.5,6.22100770170135E-05,19.1806467168085,38236.1031408287,62210077.0170135
Mesocricetus raddei,1949376.48807736,47.33071483,8.02708829085418E-05,13.7881271492843,141380.80298879,80270882.9085418
Mesomys hispidus,31941590.6010207,175,0.004863107169005,6.45418126344609,4948976.37627953,4863107169.005
Mesomys leniceps,6880.98279133311,108,6.46537143073659E-07,8.58763361547059,801.266460522611,646537.143073659
Mesomys occultus,334963.17865107,130.3333333,3.79814748175308E-05,6.28712477191077,53277.6413389468,37981474.8175308
Mesomys stimulax,2627813.10409323,108,0.000246909319261,6.00831267903964,437362.907769516,246909319.261
Mesophylla macconnelli,134553206.832261,6.86,0.000803040449016,15.2595283109729,8817651.77076317,803040449.016
Metachirus nudicaudatus,59986610.7586189,363.77,0.018984556574227,5.8006038660749,10341442.3986877,18984556574.227
Mico acariensis,75683.3775301711,343.125,2.41149350810552E-05,3.37241983608617,22441.8610993596,24114935.0810552
Mico argentatus,272382.73859584,350,8.71209931747869E-05,1.98520642041678,137206.255125174,87120993.1747869
Mico emiliae,284311.903405637,386.2,0.000100391322486,1.87063836802979,151986.56686652,100391322.486
Mico humeralifer,136462.386678602,472,5.94702706870289E-05,2.14630118011592,63580.2598176046,59470270.6870289
Mico intermedius,97696.0549976209,295,2.67896960371339E-05,1.56003862395584,62624.1257731746,26789696.0371339
Mico leucippe,35542.6992262455,386.2,1.28031993740487E-05,2.39526200817511,14838.7521302209,12803199.3740487
Mico marcai,39173.0784582982,343.125,1.26382508955168E-05,5.59555895964697,7000.74447267903,12638250.8955168
Mico mauesi,80085.4913374801,398,2.96437184919651E-05,2.70689006030909,29585.7938642457,29643718.4919651
Mico melanurus,1494377.86814154,397.5,0.000538355502973,1.7578421692949,850120.616198986,538355502.973
Mico nigriceps,80278.0545175898,343.125,2.56115292306681E-05,2.53669588834642,31646.7002948154,25611529.2306681
Mico saterei,68033.0325679592,343.125,2.17229114892266E-05,3.52857697491536,19280.5862112704,21722911.4892266
Microakodontomys transitorius,62897.9363507985,60.64641072,3.31864465079272E-06,3.48507480794498,18047.8009273744,3318644.65079272
Microcavia australis,11747824.5455526,261.49,0.002672586617162,6.74631423511089,1741369.30717096,2672586617.162
Microcavia niata,598596.091808906,254.67,0.00013262668603,3.85388946863122,155322.58947258,132626686.03
Microcavia shiptoni,68851.647272085,185,1.10816726284421E-05,3.31307863145013,20781.7727652147,11081672.6284421
Microcebus berthae,12000,33.45,3.122E-07,21.9601296252429,546.444861883062,312200
Microcebus bongolavensis,10270.2116432706,54.22,5.28574311265806E-07,13.018508451899,788.893111773686,528574.311265806
Microcebus griseorufus,248711.41450808,70.24,1.5845178372337E-05,6.9171499161096,35955.7646609404,15845178.372337
Microcebus jollyae,5046.37942208822,54.22,2.62120942391836E-07,32.1771514970115,156.831142202159,262120.942391836
Microcebus lehilahytsara,26111.9118081388,54.22,1.32335145066925E-06,8.78457773870886,2972.47205099885,1323351.45066925
Microcebus mamiratra,1327.10653200179,60,7.57989904292026E-08,22.4130234606277,59.2114015466535,75798.9904292026
Microcebus mittermeieri,6997.24807323013,54.22,3.62390191808461E-07,22.7129636839728,308.072877260297,362390.191808461
Microcebus murinus,359950.646082043,69,2.25083864399175E-05,3.98102556395944,90416.5623402941,22508386.4399175
Microcebus myoxinus,156144.614520149,31.23,4.41397305824068E-06,5.00242290200509,31213.7973096123,4413973.05824068
Microcebus ravelobensis,20241.7149065866,58.6,1.10300525016001E-06,6.06059511679783,3339.88899051906,1103005.25016001
Microcebus rufus,24285.4285357388,48.39,1.09996374353564E-06,9.31405808636901,2607.3950055433,1099963.74353564
Microcebus sambiranensis,9835.4275781987,49.06,4.58153893702336E-07,14.2305222939214,691.150147201548,458153.893702336
Microcebus simmonsi,24490.5219240032,54.22,1.22405204636366E-06,33.2005483508449,737.654139479898,1224052.04636366
Microcebus tavaratra,77739.8481779982,68.01,4.81778457883342E-06,18.7996594501637,4135.17321332761,4817784.57883342
Microdillus peeli,231368.065042465,10.18,2.04913440485509E-06,10.6974447106585,21628.3487599557,2049134.40485509
Microdipodops megacephalus,3572301.13479449,12.3,3.82271944434359E-05,15.8037823980866,226040.896084915,38227194.4434359
Microgale brevicaudata,3653893.92365321,8.99,2.85782005450688E-05,24.387393064611,149827.163320521,28578200.5450688
Microgale cowani,1666371.93857113,12.27,1.7788353807053E-05,17.8853299110326,93169.7624175905,17788353.807053
Microgale dobsoni,4592095.82636411,36.66,0.000146461222705,30.950098662049,148370.959217488,146461222.705
Microgale drouhardi,1631709.99841987,10.5,1.49056708355655E-05,15.7167427228344,103819.858045345,14905670.8355655
Microgale dryas,89058.037408503,40,3.09921970181591E-06,9.40868058056275,9465.51821436968,3099219.70181591
Microgale fotsifotsy,2134439.00889883,7.7,1.42986069206133E-05,19.0835994134912,111846.772857215,14298606.9206133
Microgale gracilis,1182824.9161787,23.3,2.39770438758584E-05,15.1964660123362,77835.52539245,23977043.8758584
Microgale gymnorhyncha,1236255.45610423,18.2,1.95748688919544E-05,16.0069917936775,77232.2165238151,19574868.8919544
Microgale jenkinsae,13158.3843451965,17.28235294,1.97844822865255E-07,9.50755605334984,1383.99229742751,197844.822865255
Microgale jobihely,8854.26280819489,17.28235294,1.33129570541023E-07,11.7660039008008,752.52931095767,133129.570541023
Microgale longicaudata,58655.155233021,8.08,4.12322279226044E-07,55.9345069360866,1048.63989057852,412322.279226044
Microgale majori,1239369.4099214,17.28235294,1.8634721021812E-05,11.5298528340819,107492.214146729,18634721.021812
Microgale monticola,9509.23695485025,13.9,1.14995202495004E-07,12.5193397018634,759.563777427887,114995.202495004
Microgale nasoloi,11149.9932227797,17.28235294,1.67647362794578E-07,9.34179039535158,1193.56062926951,167647.362794578
Microgale parvula,3536176.7539387,3.53,1.08599524290211E-05,38.261424915166,92421.4600417832,10859952.4290211
Microgale principula,1778455.72751155,10.2,1.57820161259375E-05,19.9591615625314,89104.7312753951,15782016.1259375
Microgale pusilla,1153015.6063268,3.4,3.41062016351468E-06,19.0117699103515,60647.4626909414,3410620.16351468
Microgale soricoides,1206653.13735582,18.7,1.96310398916418E-05,11.7935948895878,102314.2772541,19631039.8916418
Microgale taiva,1290148.53461562,12.4,1.39181223914334E-05,29.9771339167656,43037.7546498557,13918122.3914334
Microgale talazaci,2043964.2916546,43.07,7.65891815761602E-05,22.1440641633466,92303.033290421,76589181.5761602
Microgale thomasi,463514.975925534,22.9,9.23460886536442E-06,20.3151365018952,22816.2373352644,9234608.86536442
Microhydromys richardsoni,5701159.72476977,10.25,5.08400918456344E-05,37.3284482785017,152729.620107279,50840091.8456344
Micromys minutus,377830712.519162,6.99,0.002297701912043,20.6908829378539,18260734.143342,2297701912.043
Micronycteris brosseti,9247984.8615043,8.48,6.82279331142341E-05,17.5569940957301,526740.785528512,68227933.1142341
Micronycteris hirsuta,103205618.936391,12.89,0.001157378772438,15.8396393823391,6515654.58311275,1157378772.438
Micronycteris matses,47044.9487561874,8.48,3.47078813943648E-07,16.3436015223863,2878.49337808124,347078.813943648
Micronycteris megalotis,191435192.738163,6.4,0.001065911153166,15.8289317870858,12094005.7935146,1065911153.166
Micronycteris microtis,78547551.9727461,8.48,0.000579492419434,17.8322864754595,4404794.19623737,579492419.434
Micronycteris minuta,196509677.025883,6.9,0.001179647591186,16.2495175363894,12093262.2513755,1179647591.186
Micronycteris sanborni,1270156.91712911,8.48,9.37070967181175E-06,47.5763927554465,26697.2093419947,9370709.67181175
Micronycteris schmidtorum,115855454.80204,7.73,0.000779139519089,17.810757538046,6504802.19915175,779139519.089
Microperoryctes aplini,2416.12403686189,350.035,8.11460373194867E-07,31.783030768865,76.0193089964457,811460.373194867
Microperoryctes longicauda,822436.269698676,542.07,0.00040337761531,3.54023416294234,232311.262997117,403377615.31
Microperoryctes murina,9625.55166117158,350.035,3.19625075853062E-06,15.8361962938663,607.819673522218,3196250.75853062
Microperoryctes papuensis,59784.6578110566,158,8.68284370587525E-06,3.11482177456831,19193.60468685,8682843.70587525
Micropotamogale lamottei,15961.6736694163,69.59,9.66372397469572E-07,2.23795464567821,7132.25967301904,966372.397469572
Micropotamogale ruwenzorii,417761.931114801,109.13,3.96636128020256E-05,7.96973379270156,52418.555246773,39663612.8020256
Micropteropus intermedius,1922839.79380507,25.38,4.24574563510923E-05,9.45421549592624,203384.383890299,42457456.3510923
Micropteropus pusillus,52747271.1851431,25.38,0.001164691396131,9.80265543436984,5380916.58309257,1164691396.131
Microryzomys altissimus,2623104.93853141,13.49,3.07855464900862E-05,12.998174742861,201805.637362438,30785546.4900862
Microryzomys minutus,8460167.35763523,13.49,9.92910621594144E-05,13.2559157757924,638218.249174832,99291062.1594144
Microsciurus alfari,2089875.87814071,87.49,0.000159073619303,17.7933877875812,117452.387543609,159073619.303
Microsciurus flaviventer,20726162.4520365,92,0.001658922042661,11.2740599843724,1838393.84221533,1658922042.661
Microsciurus mimulus,2890059.0702712,120,0.000301722166936,18.0366139384994,160232.906249789,301722166.936
Microsciurus santanderensis,132976.011165835,99.79,1.15446182541877E-05,0.844116801337371,157532.714613849,11544618.2541877
Microtus abbreviatus,465530.820461975,66.06,2.39873134797801E-05,1414.46522859259,329.121431231776,23987313.4797801
Microtus agrestis,163262747.266791,35.87,0.00509492422768,15.0907239173012,10818748.5346288,5094924227.68
Microtus anatolicus,252492.759772714,39.18488604,8.60769301532845E-06,6.37938377687319,39579.4905282328,8607693.01532845
Microtus arvalis,106162750.189999,26.9,0.002484526842697,15.4155556353774,6886728.74991051,2484526842.697
Microtus bavaricus,228.965482878042,23.167,4.61486570739696E-09,14.0518035734546,16.2943839686589,4614.86570739696
Microtus brachycercus,2762290.15593205,20,4.80638487132178E-05,39.3294287863306,70234.6878959026,48063848.7132178
Microtus breweri,5477.22557505167,54,2.30700741221176E-07,2890.46799816056,1.89492690406442,230700.741221176
Microtus cabrerae,991329.616935174,52.5,4.52789802535141E-05,8.55660526155166,115855.480840004,45278980.2535141
Microtus californicus,3416957.45421484,57.42,0.000170695476408,11.8791453474008,287643.374526307,170695476.408
Microtus canicaudus,77296.2448070486,29.93,2.01272464815522E-06,8.69648145686319,8888.22050509256,2012724.64815522
Microtus chrotorrhinus,26095604.7293684,38.99,0.000885196836706,18.8486519565565,1384481.22388355,885196836.706
Microtus daghestanicus,3105358.11530468,12.99,3.50945836684928E-05,15.9851741695343,194264.890852618,35094583.6684928
Microtus dogramacii,173263.659265277,39.18488604,5.90670556656944E-06,7.65969654220891,22620.1727849797,5906705.56656944
Microtus duodecimcostatus,10986421.8473699,22.71,0.000217066426934,20.6655677578777,531629.32546007,217066426.934
Microtus evoronensis,52440.0007777718,39.18488604,1.78772424534061E-06,9.55309932674737,5489.31807198393,1787724.24534061
Microtus fortis,22005286.9031723,63,0.001206109775163,11.1658002096743,1970775.62646216,1206109775.163
Microtus gerbei,2071304.67873573,22,3.96447715510018E-05,9.43889604146602,219443.53128123,39644771.5510018
Microtus gregalis,46881011.879729,47.5,0.00193735781593,10.330856016934,4537960.04928179,1937357815.93
Microtus guatemalensis,165507.643089521,41.99,6.04620936199623E-06,6.92892543986219,23886.4805987598,6046209.36199623
Microtus guentheri,8716317.45081662,49.99,0.000379083977149,13.5630000373132,642654.090307245,379083977.149
Microtus hyperboreus,23489402.7104718,39.18488604,0.000800773724471,11.0054540425968,2134341.99257528,800773724.471
Microtus ilaeus,2743168.57055658,46.25861204,0.000110398798479,11.2142280465342,244615.015779385,110398798.479
Microtus irani,12646.342961765,39.18488604,4.31124591768181E-07,7.68995164204166,1644.52828189794,431124.591768181
Microtus kikuchii,137651.904331424,46.3,5.54475635837408E-06,51.8098267882967,2656.86864567009,5544756.35837408
Microtus levis,60057158.1267817,35.49,0.00185434283147,15.5768926415079,3855528.7956949,1854342831.47
Microtus liechtensteini,2222702.37669047,23.2,4.48630247711205E-05,19.2101998131345,115704.282012244,44863024.7711205
Microtus limnophilus,7592097.90774639,50,0.000330256258987,8.13341997223896,933444.717432493,330256258.987
Microtus longicaudus,54028524.2077352,44.8,0.002105815759521,13.4344123269025,4021651.47927927,2105815759.521
Microtus lusitanicus,2452659.58920888,28.32931912,6.04494932900209E-05,9.67988991688198,253376.805962573,60449493.2900209
Microtus majori,3705203.68595448,18.2,5.86681951634032E-05,26.0332454303726,142325.846228595,58668195.1634032
Microtus maximowiczii,13939805.8534762,38.14905274,0.00046265763816,8.47765903024826,1644298.95136605,462657638.16
Microtus mexicanus,7753090.69777218,34.88,0.000235272189078,9.07322505179755,854502.192275741,235272189.078
Microtus middendorffii,24143112.9098693,26.64712533,0.000559709763342,14.2415852705601,1695254.59779941,559709763.342
Microtus miurus,24229335.6957832,41,0.000864260404269,16.9237350903047,1431677.79254969,864260404.269
Microtus mongolicus,9288365.78636597,27.5,0.000222224151439,8.92886983540017,1040262.20088241,222224151.439
Microtus montanus,16239629.3727361,42.85,0.000605405263201,11.1761768838801,1453057.65481927,605405263.201
Microtus montebelli,7961082.59558456,29.49,0.000204251923397,33.825996808408,235353.968744114,204251923.397
Microtus mujanensis,40448.4185250799,39.18488604,1.37892100325103E-06,8.79333403851619,4599.89559681338,1378921.00325103
Microtus multiplex,1799390.33872375,23.16,3.62562758130126E-05,13.3053611699635,135237.992846509,36256275.8130126
Microtus nasarovi,116026.740367839,39.18488604,3.95545030104861E-06,6.46194767221919,17955.3822242564,3955450.30104861
Microtus oaxacensis,4006.70860742115,36.52,1.27302748558428E-07,7.84950542078844,510.440899475002,127302.748558428
Microtus ochrogaster,36737791.3055805,42.5,0.001358379833524,11.4572362936876,3206514.23815195,1358379833.524
Microtus oeconomus,273410194.69106,33.1,0.007873393376518,14.6896792586612,18612400.5757208,7873393376.518
Microtus oregoni,4184502.66503244,20.35,7.40845274330669E-05,20.230414016251,206842.166535547,74084527.4330669
Microtus paradoxus,445471.935693729,46.25861204,1.79280146997287E-05,8.48704272052598,52488.4757109036,17928014.6997287
Microtus pennsylvanicus,195334553.754809,42.53,0.007227593356937,16.3288674598886,11962529.1977317,7227593356.937
Microtus pinetorum,47108264.5458753,25.95,0.00106353973452,17.109493515025,2753340.68214855,1063539734.52
Microtus qazvinensis,632917.221403808,39.18488604,2.15766865983116E-05,8.6293903314418,73344.3727881596,21576686.5983116
Microtus quasiater,113451.088698501,40,3.94809788670783E-06,3.87792685722652,29255.6030259015,3948097.88670783
Microtus richardsoni,10109665.5381844,85.5,0.000752007471058,11.7578399235981,859823.369247803,752007471.058
Microtus sachalinensis,817865.391382037,48.03991576,3.41824605193609E-05,18.1240419828281,45125.9929852809,34182460.5193609
Microtus savii,7678068.73173756,20,0.000133598395932,35.1780460607187,218263.081425413,133598395.932
Microtus schelkovnikovi,471582.172235123,46.25861204,1.89788209728523E-05,21.8343997001094,21598.1285820631,18978820.9728523
Microtus schidlovskii,51862.0437018315,46.25861204,2.08718755850796E-06,10.1049506700612,5132.34011675959,2087187.55850796
Microtus socialis,23343682.9336782,48,0.00097483219931,12.2071254928002,1912299.74226498,974832199.31
Microtus subterraneus,49062101.9425245,17.74,0.000757214668961,17.0103465848361,2884250.57642629,757214668.961
Microtus tatricus,223606.797749979,40,6.97653208979935E-06,12.1983579084892,18330.8933405179,6976532.08979935
Microtus thomasi,2375605.80211171,23,4.75358721002553E-05,22.2621566668437,106710.496995551,47535872.1002553
Microtus townsendii,2751054.85584543,52.02,0.000124505590033,12.8589575511011,213940.737024197,124505590.033
Microtus umbrosus,6646.0212529522,41.99,2.42787796197973E-07,7.50543243130263,885.494781784176,242787.796197973
Microtus xanthognathus,26391763.5811958,92.65,0.002127321299344,11.6588455258014,2263668.69024809,2127321299.344
Millardia gleadowi,1269957.22790666,30.8,3.40297738789868E-05,6.51467295888362,194937.986284469,34029773.8789868
Millardia kathleenae,99251.6889916291,93,8.03045415631271E-06,3.26962948081008,30355.6380238652,8030454.15631271
Millardia kondana,55.6108908138949,147,7.11207682618902E-09,11.2183301859224,4.95714512697082,7112.07682618902
Millardia meltada,18667344.7771975,67.17,0.001090880427355,8.27216090811527,2256646.7195874,1090880427.355
Mimetillus moloneyi,53572160.5742515,8.89,0.000414343161529,14.7935799012931,3621311.46968482,414343161.529
Mimon bennettii,10214149.8086971,12.9,0.000114633403303,2.43669168879735,4191810.5009577,114633403.303
Mimon cozumelae,21798591.7279738,13.405,0.000254222806239,27.1289051563387,803519.036332378,254222806.239
Mindomys hammondi,90533.7928568429,60.5005,4.76528556921982E-06,20.4700895571274,4422.73555297271,4765285.56921982
Miniopterus australis,104792403.870187,7.4,0.000674653496116,47.5009690672513,2206110.86316624,674653496.116
Miniopterus fraterculus,29187532.0152735,7.38,0.000187401468057,18.8543155147498,1548055.77494659,187401468.057
Miniopterus gleni,6857543.34562001,10.876,6.4886898041458E-05,16.4232034226258,417552.1163047,64886898.041458
Miniopterus griveaudi,79400.9751532291,10.876,7.51301555016872E-07,76.975130183872,1031.5146588718,751301.555016872
Miniopterus inflatus,31296831.4583943,14.9,0.000405700826195,13.3181269167238,2349942.42464339,405700826.195
Miniopterus macrocneme,22195130.3641728,7.53,0.000145402518529,47.1321045504951,470913.203979551,145402518.529
Miniopterus magnater,77265953.1920584,14.14,0.000950510302978,24.5571489077558,3146373.11856897,950510302.978
Miniopterus majori,4457282.95686024,10.876,4.21753462117664E-05,17.862471470237,249533.384240087,42175346.2117664
Miniopterus manavi,6998695.49238575,10.876,6.62224965924131E-05,13.6821161737688,511521.419895818,66222496.5924131
Miniopterus medius,49067107.2800237,11.4,0.000486647570003,39.2462698822733,1250236.19893584,486647570.003
Miniopterus minor,2077790.24300469,10.876,1.96603006141395E-05,14.7900416219335,140485.760359412,19660300.6141395
Miniopterus natalensis,50836302.4225195,10.43,0.000461293691812,14.4830895293611,3510045.44434118,461293691.812
Miniopterus newtoni,58065.9474602838,10.876,5.49426962782901E-07,67.7832428407067,856.641627440887,549426.962782901
Miniopterus paululus,2758192.84002513,10.876,2.60983516354586E-05,47.0821629422258,58582.5431046932,26098351.6354586
Miniopterus pusillus,22380041.8957294,8.95,0.000174262196221,20.2179683094119,1106938.22214129,174262196.221
Miniopterus schreibersii,412581629.679486,11.46,0.00411352136423,111.268842473325,3707970.89740909,4113521364.23
Miniopterus shortridgei,10189733.451474,10.876,9.64164806858611E-05,55.1106043945036,184896.057000787,96416480.6858611
Miniopterus sororculus,833460.412524418,10.876,7.88630243855554E-06,9.13679433960458,91220.2224922234,7886302.43855554
Miniopterus tristis,36006788.7760144,15.17,0.000475213997587,49.1187992403615,733055.150632167,475213997.587
Miopithecus ogouensis,955070.413477787,1300,0.001132375053323,1.96251620892369,486656.063850592,1132375053.323
Miopithecus talapoin,768179.410520439,1248.86,0.000875841195975,1.97195193470598,389552.806536825,875841195.975
Mirza coquereli,79558.2800989471,326.5,2.35441409737402E-05,1.61614369063921,49227.2318109786,23544140.9737402
Mirza zaza,54117.9267895583,326.5,1.37822124154968E-05,5.52043876115907,9803.19303065608,13782212.4154968
Mogera etigo,33836.1874106376,87.78629833,2.58420766887062E-06,45.7422229464512,739.714540114248,2584207.66887062
Mogera imaizumii,5192346.37790111,65.53,0.000296021378585,35.0401486724928,148182.772465723,296021378.585
Mogera insularis,9023781.12135404,71.04149165,0.00055772469793,11.8743027492126,759941.978231305,557724697.93
Mogera robusta,9293947.09652193,72,0.000582172846126,10.4148922482163,892370.931452856,582172846.126
Mogera tokudae,36118.9905925834,133.48,4.19441169193929E-06,40.7580325632192,886.180915051771,4194411.69193929
Mogera uchidai,251.294007541064,87.78629833,1.91923485216508E-08,56.3483967345159,4.45964787117244,19192.3485216508
Mogera wogura,3941608.69920733,96.88,0.000332220854178,28.390236915494,138836.766700464,332220854.178
Molossops aequatorianus,45903.9048801732,6.67,2.66375769629157E-07,13.7983117667782,3326.77690256968,266375.769629157
Molossops mattogrossensis,92382757.3287366,7.48,0.000601190031592,13.8112072332177,6688970.46932614,601190031.592
Molossops neglectus,63983217.8221321,6.67,0.0003712882147,16.490371330509,3880034.9937394,371288214.7
Molossops temminckii,165514391.038853,5.86,0.000843825468394,14.2617073675251,11605510.2501781,843825468.394
Molossus aztecus,213237.905391325,14.86,2.75678228848012E-06,20.7084611900217,10297.1390985861,2756782.28848012
Molossus coibensis,79199718.5390956,33.088,0.002279887449709,11.6469029091675,6800066.86384895,2279887449.709
Molossus currentium,10196609.4254231,17.79,0.00015781598306,9.64041322332073,1057694.22837155,157815983.06
Molossus molossus,236741187.684509,13.7,0.002821718216012,15.0142911184408,15767723.2855663,2821718216.012
Molossus pretiosus,22979350.8045233,98,0.001959219449594,11.5721189376944,1985751.35014138,1959219449.594
Molossus rufus,183640619.406226,33.088,0.005286381708975,12.4079194004312,14800275.0082213,5286381708.975
Molossus sinaloae,47945565.0710355,21.09,0.000879719611593,23.6818831750708,2024567.24900604,879719611.593
Monodelphis adusta,12201224.1008549,36.04,0.000382566941437,11.2585205708776,1083732.45170558,382566941.437
Monodelphis americana,26127322.0722433,19.5,0.000443250018956,16.3720052383199,1595853.5128666,443250018.956
Monodelphis brevicaudata,16531469.4499307,78.84,0.001133906714746,9.04187306521178,1828323.54874952,1133906714.746
Monodelphis dimidiata,31058523.7384578,44.56,0.001204052001474,16.0769860725707,1931862.32781823,1204052001.474
Monodelphis domestica,27907740.4567765,93.45,0.002268941160747,6.78747907204789,4111650.31384123,2268941160.747
Monodelphis emiliae,10027270.3009617,52.33,0.000456512537719,8.80175475006099,1139235.36677641,456512537.719
Monodelphis glirina,11753311.6813822,69.62576822,0.000711950018802,7.18638723010459,1635496.57220616,711950018.802
Monodelphis iheringi,9768245.66132937,112,0.00095181785724,14.4159355515137,677600.536324794,951817857.24
Monodelphis kunsi,14115262.9469677,11.3,0.000138767150032,11.7268124279465,1203674.3176116,138767150.032
Monodelphis osgoodi,679199.722294812,112,6.61812209404065E-05,6.91215089414827,98261.7035848875,66181220.9404065
Monodelphis palliolata,2275786.92100786,69.62576822,0.000137854469032,19.6687738295307,115705.58188996,137854469.032
Monodelphis reigi,718.034240359861,104.6212668,6.53558370940352E-08,6.69209316123118,107.295912214671,65355.8370940352
Monodelphis ronaldi,4653.13105259039,104.6212668,4.23530324818329E-07,8.09521845980141,574.799935998829,423530.324818329
Monodelphis scalops,2708506.84041825,763.19,0.001798381641919,7.67298506019877,352992.586218861,1798381641.919
Monophyllus redmani,9277159.00514801,8.79,7.09452180600684E-05,45.8722073306888,202239.210733196,70945218.0600684
Monticolomys koopmani,189474.739898234,25,4.12107559278658E-06,9.26829089560415,20443.3311418936,4121075.59278658
Mormoops blainvillei,9235759.35615682,8.69,6.98251114603524E-05,46.0396354931066,200604.528190491,69825111.4603524
Mormoops megalophylla,71460294.719298,16.09,0.001000322643569,19.1137461809503,3738685.97201102,1000322643.569
Mormopterus acetabulosus,136853.137132043,10.02,1.19300353763487E-06,73.0825588463781,1872.58272414507,1193003.53763487
Mormopterus doriae,106260.773801102,10.02,9.26317669533726E-07,78.9620995776912,1345.71869757024,926317.669533726
Mormopterus jugularis,3625772.96284231,11.56,3.64651238418976E-05,15.4021931707826,235406.277705974,36465123.8418976
Mormopterus kalinowskii,9704716.87630985,10.02,8.45998988975435E-05,24.8690129307478,390233.295681432,84599898.8975435
Mormopterus minutus,2201020.31498614,10.02,1.91871744938602E-05,48.8310738060093,45074.1739518182,19187174.4938602
Mormopterus phrudus,16119.3957041005,10.02,1.40519220110925E-07,12.4150154414961,1298.37902981762,140519.220110925
Mormopterus planiceps,73070524.18029,9.24,0.000587399329781,21.2519774186793,3438292.95226265,587399329.781
Moschiola indica,2253115.83357104,3000,0.006147640091922,1.11807208128413,2015179.40684404,6147640091.922
Moschiola kathygre,99012.0469095794,3065.475,0.0002827035418,7.67913083346387,12893.6528178564,282703541.8
Moschiola meminna,219631.462971292,3130.95,0.000635301613569,4.11997608984441,53308.9168921818,635301613.569
Moschus anhuiensis,9104.52333915282,7500,6.28247003434444E-05,0.700361875250581,12999.7415063396,62824700.3434444
Moschus berezovskii,529837.771602308,12477.41,0.005957758739605,0.330085394448798,1605153.6375521,5957758739.605
Moschus chrysogaster,423815.929939891,13697.9,0.005232294608427,0.298201577134649,1421239.73324434,5232294608.427
Moschus cupreus,61466.2426718832,14500,0.000804939436189,0.481257994777345,127719.940944193,804939436.189
